batch_id,drug_code,brand_name,therapeutic_area,form,is_cold_chain,shelf_life_months,unit_cost_usd,supplier_id,supplier_name,supplier_country,supplier_reliability,warehouse_id,region,date_procurement,units_procured,units_manufactured,qa_pass,qa_result,qa_fail_reason,units_qa_passed,units_packaged,units_warehoused,units_distributed,units_delivered,units_dispensed,delay_procurement_days,date_manufacturing,delay_manufacturing_days,date_quality,delay_quality_testing_days,date_packaging,delay_packaging_days,date_warehouse,delay_warehouse_days,date_distributor,delay_distributor_days,date_pharmacy,delay_hospital_pharmacy_days,date_patient,delay_patient_days,total_cycle_time_days,qa_delay_days,cold_chain_excursion,storage_temp_c,storage_humidity_pct,storage_duration_days,potency_pct,expiry_date,days_to_expiry_at_delivery,batch_risk_label,batch_value_usd,units_lost,value_lost_usd,year,month,year_month,quarter
BATCH-01909,DrugA,Angiotrol,Hypertension,Injection,1,18,9.6,SUP-02,Divis Laboratories,India,0.96,WH-EU-01,Europe,2023-07-22,55065,53383,1,Pass,Not Applicable,51818,46674,45941,42548,41156,36317,12.4,2023-08-06,15.0,2023-09-02,26.5,2023-09-07,5.0,2023-10-11,34.0,2023-10-17,6.1,2023-10-19,2.4,2023-10-25,5.6,95,26.5,0,8.9,59.5,-9,96.49,2025-02-03 22:04:48.000000008,473,Medium,528624.0,18748,179980.8,2023,7,2023-07,2023Q3
BATCH-01910,DrugB,Betacor,Hypertension,Capsule,0,24,3.15,SUP-04,Lonza Group AG,Switzerland,0.97,WH-NA-02,North America,2023-04-10,26187,25387,1,Pass,Not Applicable,25238,22733,22376,20724,20046,17689,16.4,2023-04-27,16.5,2023-05-13,15.6,2023-05-16,3.0,2023-07-23,68.1,2023-07-26,3.3,2023-08-03,8.1,2023-08-12,9.0,124,15.6,0,23.0,50.4,79,96.27,2025-04-26 13:26:24.000000008,632,Medium,82489.05,8498,26768.7,2023,4,2023-04,2023Q2
BATCH-01911,DrugY,Cardiovex,Cardiovascular,Tablet,0,36,2.4,SUP-03,Zhejiang Kangtai Chem,China,0.83,WH-NA-01,North America,2023-12-16,29688,28781,1,Pass,Not Applicable,27384,24666,24279,22486,21750,19193,33.0,2023-12-24,8.2,2024-01-10,16.9,2024-01-13,3.0,2024-03-11,58.0,2024-03-16,5.0,2024-03-20,3.8,2024-03-31,10.6,106,16.9,0,,60.4,67,95.93,2026-12-23 20:09:36.000000008,1008,Medium,71251.2,10495,25188.0,2023,12,2023-12,2023Q4
BATCH-01912,DrugY,Cardiovex,Cardiovascular,Tablet,0,36,2.4,SUP-03,Zhejiang Kangtai Chem,China,0.83,WH-LA-01,Latin America,2024-09-16,51262,49696,1,Pass,Not Applicable,48290,43497,42814,39652,38355,33846,30.3,2024-09-23,7.1,2024-10-18,25.3,2024-10-25,6.9,2024-11-02,8.4,2024-11-11,8.8,2024-11-16,5.0,2024-11-29,13.0,74,25.3,0,28.3,24.0,22,98.86,2027-09-23 20:09:36.000000008,1041,Low,123028.8,17416,41798.4,2024,9,2024-09,2024Q3
BATCH-01913,DrugB,Betacor,Hypertension,Capsule,0,24,3.15,SUP-05,Cambrex Corporation,USA,0.95,WH-ME-01,Middle East & Africa,2023-08-20,31614,30648,1,Pass,Not Applicable,29769,26814,26393,24444,23644,20864,12.1,2023-09-01,12.0,2023-09-28,26.9,2023-10-01,2.8,2023-10-23,21.6,2023-11-02,10.2,2023-11-09,6.7,2023-11-11,2.3,83,26.9,0,30.4,53.9,39,96.27,2025-08-31 13:26:24.000000008,661,Medium,99584.1,10750,33862.5,2023,8,2023-08,2023Q3
BATCH-01914,DrugX,Nephrolyte,Nephrology,Tablet,0,30,1.85,SUP-05,Cambrex Corporation,USA,0.95,WH-LA-01,Latin America,2023-05-31,20626,19996,1,Pass,Not Applicable,19505,17569,17293,16016,15492,13671,11.1,2023-06-12,11.7,2023-07-10,27.8,2023-07-16,6.1,2023-08-23,37.5,2023-09-03,11.4,2023-09-09,6.0,2023-09-20,11.2,112,27.8,0,30.6,,55,95.32,2025-12-11 04:48:00.000000000,824,Medium,38158.1,6955,12866.75,2023,5,2023-05,2023Q2
BATCH-01915,DrugY,Cardiovex,Cardiovascular,Tablet,0,36,2.4,SUP-08,Siegfried Holding,Germany,0.96,WH-AP-01,Asia-Pacific,2025-01-20,95960,93029,1,Pass,Not Applicable,89349,80480,79217,73367,70967,62623,19.6,2025-01-27,7.4,2025-02-05,9.1,2025-02-10,4.6,2025-03-13,30.7,2025-03-18,5.1,2025-03-24,6.5,2025-03-25,1.0,64,9.1,0,16.4,57.5,42,98.37,2028-01-27 20:09:36.000000008,1039,Low,230304.0,33337,80008.8,2025,1,2025-01,2025Q1
BATCH-01916,DrugY,Cardiovex,Cardiovascular,Tablet,0,36,2.4,SUP-04,Lonza Group AG,Switzerland,0.97,WH-LA-01,Latin America,2024-05-07,20889,20251,1,Pass,Not Applicable,19338,17418,17145,15879,15360,13554,12.2,2024-05-18,11.0,2024-06-09,21.9,2024-06-12,2.9,2024-06-25,12.9,2024-07-03,7.7,2024-07-10,7.0,2024-07-21,10.9,75,21.9,0,24.2,71.7,28,97.96,2027-05-18 20:09:36.000000008,1042,Low,50133.6,7335,17604.0,2024,5,2024-05,2024Q2
BATCH-01917,DrugX,Nephrolyte,Nephrology,Tablet,0,30,1.85,SUP-05,Cambrex Corporation,USA,0.95,WH-EU-01,Europe,2024-03-11,31979,31002,1,Pass,Not Applicable,29621,26681,26262,24323,23527,20761,14.5,2024-03-24,12.8,2024-04-14,20.6,2024-04-16,2.2,2024-05-28,42.1,2024-06-02,5.4,2024-06-06,3.7,2024-06-10,4.4,91,20.6,0,16.3,49.2,51,98.61,2026-09-23 04:48:00.000000000,839,Low,59161.15,11218,20753.3,2024,3,2024-03,2024Q1
BATCH-01918,DrugX,Nephrolyte,Nephrology,Tablet,0,30,1.85,SUP-06,Hikal Speciality,India,0.88,WH-NA-01,North America,2023-09-12,38010,36849,1,Pass,Not Applicable,36406,32792,32277,29894,28916,25516,21.2,2023-09-19,7.3,2023-10-08,18.7,2023-10-11,3.0,2023-10-17,6.2,2023-10-26,9.3,2023-10-31,4.6,2023-11-10,10.2,59,18.7,0,23.1,47.7,20,98.6,2026-03-20 04:48:00.000000000,871,Low,70318.5,12494,23113.9,2023,9,2023-09,2023Q3
BATCH-01919,DrugX,Nephrolyte,Nephrology,Tablet,0,30,1.85,SUP-02,Divis Laboratories,India,0.96,WH-EU-01,Europe,2023-02-06,36769,35646,1,Pass,Not Applicable,34228,30830,30346,28105,27186,23990,19.3,2023-02-14,8.0,2023-03-05,19.4,2023-03-10,4.6,2023-04-21,42.3,2023-04-28,6.6,2023-05-04,5.8,2023-05-17,12.8,100,19.4,0,22.9,61.6,55,97.28,2025-08-15 04:48:00.000000000,834,Low,68022.65,12779,23641.15,2023,2,2023-02,2023Q1
BATCH-01920,DrugC,Cholestat,Lipid Disorders,Injection,1,15,12.3,SUP-06,Hikal Speciality,India,0.88,WH-LA-01,Latin America,2023-03-21,30343,29416,1,Pass,Not Applicable,28416,25595,25193,23333,22570,19916,28.1,2023-03-30,9.1,2023-04-26,26.7,2023-04-29,2.6,2023-06-21,53.1,2023-06-29,8.2,2023-07-03,4.3,2023-07-11,7.7,112,26.7,0,8.2,73.7,65,95.19,2024-06-28 14:24:00.000000000,361,Medium,373218.9,10427,128252.1,2023,3,2023-03,2023Q1
BATCH-01921,DrugX,Nephrolyte,Nephrology,Tablet,0,30,1.85,SUP-07,Shandong Xinhua Pharm,China,0.8,WH-AP-01,Asia-Pacific,2024-12-04,30406,29477,1,Pass,Not Applicable,29330,26419,26004,24084,23296,20557,39.3,2024-12-14,10.4,2025-01-08,25.2,2025-01-14,6.3,2025-03-11,55.7,2025-03-17,6.2,2025-03-25,8.3,2025-04-01,6.8,118,25.2,0,26.7,60.1,70,94.94,2027-06-15 04:48:00.000000000,812,High,56251.1,9849,18220.65,2024,12,2024-12,2024Q4
BATCH-01922,DrugY,Cardiovex,Cardiovascular,Tablet,0,36,2.4,SUP-03,Zhejiang Kangtai Chem,China,0.83,WH-ME-01,Middle East & Africa,2023-04-27,29772,28862,1,Pass,Not Applicable,27800,25040,24647,22827,22080,19484,37.9,2023-05-10,13.1,2023-06-03,24.4,2023-06-07,3.7,2023-07-14,37.4,2023-07-21,7.2,2023-07-28,6.5,2023-08-04,6.6,99,24.4,0,28.4,59.3,51,95.37,2026-05-09 20:09:36.000000008,1016,Medium,71452.8,10288,24691.2,2023,4,2023-04,2023Q2
BATCH-01923,DrugX,Nephrolyte,Nephrology,Tablet,0,30,1.85,SUP-02,Divis Laboratories,India,0.96,WH-ME-01,Middle East & Africa,2023-09-15,20564,19936,1,Pass,Not Applicable,19460,17528,17253,15979,15456,13639,17.2,2023-09-25,10.0,2023-10-15,20.2,2023-10-20,5.1,2023-12-26,67.2,2023-12-29,3.1,2024-01-09,10.8,2024-01-14,5.1,121,20.2,0,27.6,89.0,81,92.79,2026-03-26 04:48:00.000000000,807,High,38043.4,6925,12811.25,2023,9,2023-09,2023Q3
BATCH-01924,DrugY,Cardiovex,Cardiovascular,Tablet,0,36,2.4,SUP-03,Zhejiang Kangtai Chem,China,0.83,WH-NA-02,North America,2025-07-14,81072,78595,1,Pass,Not Applicable,77398,69715,68621,63554,61475,54247,37.0,2025-07-25,11.2,2025-08-27,32.6,2025-09-01,4.9,2025-10-17,46.0,2025-10-20,2.6,2025-10-22,2.0,2025-11-02,11.5,111,32.6,0,24.0,52.9,51,106.56,2028-07-24 20:09:36.000000008,1006,Medium,194572.8,26825,64380.0,2025,7,2025-07,2025Q3
BATCH-01925,DrugY,Cardiovex,Cardiovascular,Tablet,0,36,2.4,SUP-03,Zhejiang Kangtai Chem,China,0.83,WH-NA-01,North America,2024-01-09,29960,29045,1,Pass,Not Applicable,28586,25748,25344,23472,22704,20035,38.5,2024-01-27,17.7,2024-02-13,16.6,2024-02-19,6.4,2024-04-14,55.2,2024-04-20,5.9,2024-04-26,5.8,2024-05-03,6.6,115,16.6,0,22.4,54.4,67,98.43,2027-01-26 20:09:36.000000008,1005,Low,71904.0,9925,23820.0,2024,1,2024-01,2024Q1
BATCH-01926,DrugY,Cardiovex,Cardiovascular,Tablet,0,36,2.4,SUP-05,Cambrex Corporation,USA,0.95,WH-NA-02,North America,2025-01-04,42223,40933,1,Pass,Not Applicable,39133,35249,34696,32134,31083,27429,7.5,2025-01-12,8.1,2025-01-21,9.3,2025-01-24,3.3,2025-02-20,26.7,2025-02-26,5.6,2025-03-01,3.0,2025-03-02,1.0,57,9.3,0,19.3,70.0,36,98.19,2028-01-12 20:09:36.000000008,1047,Low,101335.2,14794,35505.6,2025,1,2025-01,2025Q1
BATCH-01927,DrugY,Cardiovex,Cardiovascular,Tablet,0,36,2.4,SUP-07,Shandong Xinhua Pharm,China,0.8,WH-ME-01,Middle East & Africa,2024-01-03,28551,27679,1,Pass,Not Applicable,26667,24020,23643,21897,21181,18691,32.6,2024-01-12,9.0,2024-01-29,17.4,2024-02-02,4.2,2024-04-09,67.4,2024-04-18,8.5,2024-04-23,4.9,2024-05-04,10.5,122,17.4,0,32.9,77.8,81,89.56,2027-01-11 20:09:36.000000008,993,High,68522.4,9860,23664.0,2024,1,2024-01,2024Q1
BATCH-01928,DrugX,Nephrolyte,Nephrology,Tablet,0,30,1.85,SUP-05,Cambrex Corporation,USA,0.95,WH-LA-01,Latin America,2025-07-03,28311,27446,1,Pass,Not Applicable,26777,24119,23740,21987,21268,18767,6.0,2025-07-16,13.0,2025-08-04,19.3,2025-08-06,1.9,2025-09-15,39.9,2025-09-25,9.9,2025-10-03,8.0,2025-10-13,10.3,102,19.3,0,33.2,68.8,58,93.25,2028-01-15 04:48:00.000000000,834,High,52375.35,9544,17656.4,2025,7,2025-07,2025Q3
BATCH-01929,DrugY,Cardiovex,Cardiovascular,Tablet,0,36,2.4,SUP-02,Divis Laboratories,India,0.96,WH-NA-01,North America,2025-04-01,27139,26310,1,Pass,Not Applicable,26178,23579,23209,21495,20792,18347,20.2,2025-04-15,14.0,2025-05-12,26.8,2025-05-16,4.2,2025-07-23,68.4,2025-07-29,5.7,2025-08-02,4.2,2025-08-09,7.2,130,26.8,0,28.6,42.1,78,94.28,2028-04-14 20:09:36.000000008,986,High,65133.6,8792,21100.8,2025,4,2025-04,2025Q2
BATCH-01930,DrugY,Cardiovex,Cardiovascular,Tablet,0,36,2.4,SUP-03,Zhejiang Kangtai Chem,China,0.83,WH-NA-01,North America,2024-04-29,17138,16614,1,Pass,Not Applicable,15997,14409,14183,13136,12706,11212,26.0,2024-05-11,12.2,2024-05-27,15.9,2024-06-02,5.7,2024-08-05,64.4,2024-08-10,4.7,2024-08-19,9.4,2024-08-23,3.8,116,15.9,0,20.0,53.2,78,96.89,2027-05-11 20:09:36.000000008,995,Medium,41131.2,5926,14222.4,2024,4,2024-04,2024Q2
BATCH-01931,DrugX,Nephrolyte,Nephrology,Tablet,0,30,1.85,SUP-06,Hikal Speciality,India,0.88,WH-AP-01,Asia-Pacific,2024-11-15,30716,29778,1,Pass,Not Applicable,28768,25912,25505,23622,22849,20163,16.9,2024-12-01,16.4,2024-12-23,21.9,2024-12-27,4.3,2025-02-10,44.6,2025-02-16,5.7,2025-02-22,6.3,2025-02-24,2.4,101,21.9,0,18.8,57.7,57,97.82,2027-06-02 04:48:00.000000000,830,Low,56824.6,10553,19523.05,2024,11,2024-11,2024Q4
BATCH-01932,DrugX,Nephrolyte,Nephrology,Tablet,0,30,1.85,SUP-03,Zhejiang Kangtai Chem,China,0.83,WH-AP-01,Asia-Pacific,2024-03-06,27696,26850,1,Pass,Not Applicable,26233,23629,23258,21541,20836,18386,27.6,2024-03-18,12.0,2024-03-28,10.1,2024-04-04,7.5,2024-05-21,47.3,2024-05-28,6.9,2024-06-01,3.8,2024-06-05,3.9,91,10.1,0,21.0,73.5,58,98.2,2026-09-17 04:48:00.000000000,838,Low,51237.6,9310,17223.5,2024,3,2024-03,2024Q1
BATCH-01933,DrugA,Angiotrol,Hypertension,Injection,1,18,9.6,SUP-05,Cambrex Corporation,USA,0.95,WH-ME-01,Middle East & Africa,2025-07-14,53747,52105,1,Pass,Not Applicable,51034,45968,45246,41905,40534,35768,5.0,2025-07-19,5.1,2025-08-13,25.5,2025-08-18,4.8,2025-09-24,36.8,2025-10-01,6.7,2025-10-09,8.0,2025-10-17,7.8,95,25.5,0,3.7,93.4,52,98.18,2027-01-17 22:04:48.000000008,465,Low,515971.2,17979,172598.4,2025,7,2025-07,2025Q3
BATCH-01934,DrugA,Angiotrol,Hypertension,Injection,1,18,9.6,SUP-06,Hikal Speciality,India,0.88,WH-LA-01,Latin America,2024-01-10,19878,19271,1,Pass,Not Applicable,18889,17014,16747,15510,15003,13239,25.1,2024-01-21,11.3,2024-02-09,19.4,2024-02-12,3.2,2024-03-08,25.3,2024-03-18,10.2,2024-03-23,5.3,2024-03-24,1.0,74,19.4,0,7.9,54.4,40,98.87,2025-07-21 22:04:48.000000008,485,Low,190828.8,6639,63734.4,2024,1,2024-01,2024Q1
BATCH-01935,DrugX,Nephrolyte,Nephrology,Tablet,0,30,1.85,SUP-03,Zhejiang Kangtai Chem,China,0.83,WH-NA-02,North America,2025-04-23,25786,24998,0,Fail,Dissolution Out of Specification,10124,9119,8976,8313,8041,7096,27.7,2025-05-02,9.3,2025-05-28,26.2,2025-06-02,4.7,2025-07-23,50.7,2025-07-28,5.5,2025-08-03,6.1,2025-08-12,8.7,111,26.2,0,24.9,61.4,62,97.71,2027-11-01 04:48:00.000000000,820,High,47704.1,18690,34576.5,2025,4,2025-04,2025Q2
BATCH-01936,DrugY,Cardiovex,Cardiovascular,Tablet,0,36,2.4,SUP-06,Hikal Speciality,India,0.88,WH-NA-01,North America,2024-09-09,22531,21843,1,Pass,Not Applicable,21092,18998,18700,17319,16752,14782,17.2,2024-09-24,15.2,2024-10-26,31.8,2024-10-28,1.8,2024-12-17,49.8,2024-12-23,6.1,2024-12-27,4.1,2025-01-03,7.3,116,31.8,0,24.5,43.0,60,96.49,2027-09-24 20:09:36.000000008,1001,Medium,54074.4,7749,18597.6,2024,9,2024-09,2024Q3
BATCH-01937,DrugX,Nephrolyte,Nephrology,Tablet,0,30,1.85,SUP-04,Lonza Group AG,Switzerland,0.97,WH-AP-01,Asia-Pacific,2024-10-03,60226,58386,1,Pass,Not Applicable,56902,51254,50449,46724,45195,39881,13.8,2024-10-17,13.9,2024-11-11,25.4,2024-11-14,2.8,2024-11-25,10.9,2024-11-29,4.2,2024-12-05,6.1,2024-12-17,12.1,75,25.4,0,26.7,50.6,21,98.12,2027-04-18 04:48:00.000000000,864,Low,111418.1,20345,37638.25,2024,10,2024-10,2024Q4
BATCH-01938,DrugX,Nephrolyte,Nephrology,Tablet,0,30,1.85,SUP-02,Divis Laboratories,India,0.96,WH-AP-01,Asia-Pacific,2023-12-25,22808,22111,1,Pass,Not Applicable,21827,19660,19351,17922,17336,15298,16.1,2023-12-31,6.2,2024-01-13,12.8,2024-01-15,2.2,2024-02-23,38.5,2024-03-03,9.1,2024-03-09,5.7,2024-03-19,9.8,85,12.8,0,22.5,42.5,54,99.24,2026-07-01 04:48:00.000000000,844,Low,42194.8,7510,13893.5,2023,12,2023-12,2023Q4
BATCH-01939,DrugY,Cardiovex,Cardiovascular,Tablet,0,36,2.4,SUP-03,Zhejiang Kangtai Chem,China,0.83,WH-ME-01,Middle East & Africa,2025-04-17,41613,40342,1,Pass,Not Applicable,39097,35216,34663,32103,31053,27402,24.5,2025-05-02,15.1,2025-05-20,18.3,2025-05-24,4.0,2025-07-19,55.6,2025-08-01,12.7,2025-08-08,6.8,2025-08-12,4.1,117,18.3,0,30.8,79.4,76,93.0,2028-05-01 20:09:36.000000008,997,High,99871.2,14211,34106.4,2025,4,2025-04,2025Q2
BATCH-01940,DrugY,Cardiovex,Cardiovascular,Tablet,0,36,2.4,SUP-04,Lonza Group AG,Switzerland,0.97,WH-AP-01,Asia-Pacific,2025-01-08,49388,47879,1,Pass,Not Applicable,46526,41908,41250,38204,36954,32609,11.1,2025-01-22,13.8,2025-02-26,35.4,2025-03-02,3.9,2025-05-07,66.4,2025-05-10,2.7,2025-05-17,7.4,2025-05-18,1.0,130,35.4,0,30.4,54.6,76,94.38,2028-01-22 20:09:36.000000008,980,High,118531.2,16779,40269.6,2025,1,2025-01,2025Q1
BATCH-01941,DrugY,Cardiovex,Cardiovascular,Tablet,0,36,2.4,SUP-01,Aurobindo API Ltd,India,0.94,WH-AP-01,Asia-Pacific,2025-03-23,30904,29960,1,Pass,Not Applicable,28752,25898,25491,23609,22837,20152,17.7,2025-04-02,10.0,2025-05-03,30.9,2025-05-09,5.8,2025-07-01,53.1,2025-07-08,7.4,2025-07-09,1.5,2025-07-13,3.7,112,30.9,0,20.6,,61,98.59,2028-04-01 20:09:36.000000008,997,Low,74169.6,10752,25804.8,2025,3,2025-03,2025Q1
BATCH-01942,DrugY,Cardiovex,Cardiovascular,Tablet,0,36,2.4,SUP-08,Siegfried Holding,Germany,0.96,WH-NA-02,North America,2025-03-06,18430,17867,1,Pass,Not Applicable,17766,16002,15751,14588,14111,12452,13.6,2025-03-17,10.8,2025-04-11,24.5,2025-04-15,3.9,2025-04-28,12.7,2025-05-03,5.3,2025-05-08,4.8,2025-05-21,12.5,76,24.5,0,23.2,52.5,23,98.7,2028-03-16 20:09:36.000000008,1043,Low,44232.0,5978,14347.2,2025,3,2025-03,2025Q1
BATCH-01943,DrugY,Cardiovex,Cardiovascular,Tablet,0,36,2.4,SUP-05,Cambrex Corporation,USA,0.95,WH-NA-01,North America,2023-06-14,18528,17962,1,Pass,Not Applicable,17492,15756,15509,14364,13894,12260,10.7,2023-06-29,15.2,2023-07-07,7.9,2023-07-09,2.5,2023-07-30,21.0,2023-08-05,6.2,2023-08-08,3.3,2023-08-16,8.2,63,7.9,0,19.6,56.1,30,100.0,2026-06-28 20:09:36.000000008,1055,Low,44467.2,6268,15043.2,2023,6,2023-06,2023Q2
BATCH-01944,DrugY,Cardiovex,Cardiovascular,Tablet,0,36,2.4,SUP-01,Aurobindo API Ltd,India,0.94,WH-ME-01,Middle East & Africa,2025-05-26,47151,45711,1,Pass,Not Applicable,45022,40553,39916,36968,35759,31555,22.7,2025-05-31,5.1,2025-06-27,27.0,2025-07-03,6.3,2025-08-06,33.8,2025-08-15,9.4,2025-08-18,3.0,2025-08-27,9.4,93,27.0,0,22.8,65.5,46,97.31,2028-05-30 20:09:36.000000008,1016,Low,113162.4,15596,37430.4,2025,5,2025-05,2025Q2
BATCH-01945,DrugA,Angiotrol,Hypertension,Injection,1,18,9.6,SUP-07,Shandong Xinhua Pharm,China,,WH-LA-01,Latin America,2025-05-14,19352,18761,1,Pass,Not Applicable,18242,16431,16173,14979,14489,12786,43.6,2025-05-26,12.3,2025-06-10,15.2,2025-06-11,1.0,2025-08-15,65.2,2025-08-16,1.0,2025-08-20,3.9,2025-08-24,4.5,102,15.2,0,5.7,53.5,70,95.01,2026-11-24 22:04:48.000000008,461,Medium,185779.2,6566,63033.6,2025,5,2025-05,2025Q2
BATCH-01946,DrugC,Cholestat,Lipid Disorders,Injection,1,15,12.3,SUP-07,Shandong Xinhua Pharm,China,0.8,WH-NA-01,North America,2023-09-28,38741,37557,1,Pass,Not Applicable,36544,32917,32400,30007,29025,25612,33.7,2023-10-12,14.3,2023-11-08,26.9,2023-11-12,4.1,2023-12-11,29.1,2023-12-18,7.3,2023-12-21,3.5,2023-12-30,8.9,93,26.9,0,3.8,33.4,39,99.29,2025-01-10 14:24:00.000000000,386,Low,476514.3,13129,161486.7,2023,9,2023-09,2023Q3
BATCH-01947,DrugY,Cardiovex,Cardiovascular,Tablet,0,36,2.4,SUP-01,Aurobindo API Ltd,India,0.94,WH-LA-01,Latin America,2025-08-28,34476,33423,1,Pass,Not Applicable,31885,28720,28269,26181,25324,22347,12.7,2025-09-08,10.7,2025-09-23,14.7,2025-09-27,4.3,2025-11-25,59.1,2025-12-05,10.4,2025-12-10,5.3,2025-12-11,1.0,105,14.7,0,20.8,46.4,74,97.23,2028-09-07 20:09:36.000000008,1002,Low,82742.4,12129,29109.6,2025,8,2025-08,2025Q3
BATCH-01948,DrugC,Cholestat,Lipid Disorders,Injection,1,15,12.3,SUP-02,Divis Laboratories,India,0.96,WH-EU-01,Europe,2024-06-12,38499,37323,1,Pass,Not Applicable,35315,31810,31311,28999,28050,24752,15.1,2024-06-25,12.9,2024-07-17,21.9,2024-07-21,4.0,2024-08-19,28.8,2024-08-28,8.6,2024-09-02,5.4,2024-09-13,10.7,93,21.9,0,4.1,34.3,43,97.41,2025-09-24 14:24:00.000000000,387,Low,473537.7,13747,169088.1,2024,6,2024-06,2024Q2
BATCH-01949,DrugY,Cardiovex,Cardiovascular,Tablet,0,36,2.4,SUP-03,Zhejiang Kangtai Chem,China,0.83,WH-EU-01,Europe,2023-12-13,40057,38833,1,Pass,Not Applicable,38329,34524,33982,31473,30443,26864,32.8,2023-12-24,11.3,2024-01-08,15.2,2024-01-13,4.8,2024-03-03,49.6,2024-03-06,3.5,2024-03-12,5.8,2024-03-14,2.4,92,15.2,0,24.7,54.1,59,97.84,2026-12-23 20:09:36.000000008,1016,Low,96136.8,13193,31663.2,2023,12,2023-12,2023Q4
BATCH-01950,DrugC,Cholestat,Lipid Disorders,Injection,1,15,12.3,SUP-05,Cambrex Corporation,USA,0.95,WH-ME-01,Middle East & Africa,2023-08-18,22200,21522,0,Fail,Moisture Content Deviation,10168,9159,9015,8349,8076,7126,11.8,2023-08-27,8.6,2023-09-21,24.6,2023-09-25,4.2,2023-10-18,23.1,2023-10-26,7.8,2023-11-01,5.5,2023-11-02,1.0,76,24.6,1,24.4,52.0,37,87.86,2024-11-25 14:24:00.000000000,390,High,273060.0,15074,185410.2,2023,8,2023-08,2023Q3
BATCH-01951,DrugC,Cholestat,Lipid Disorders,Injection,1,15,12.3,SUP-06,Hikal Speciality,India,0.88,WH-ME-01,MEA,2024-01-17,21813,21147,1,Pass,Not Applicable,20607,18561,18270,16921,16367,14443,26.4,2024-01-26,8.6,2024-02-18,22.7,2024-02-23,4.7,2024-03-31,36.5,2024-04-06,6.1,2024-04-17,10.8,2024-05-03,16.0,107,22.7,0,6.6,71.8,54,96.64,2025-04-26 14:24:00.000000000,374,Medium,268299.9,7370,90651.0,2024,1,2024-01,2024Q1
BATCH-01952,DrugY,Cardiovex,Cardiovascular,Tablet,0,36,2.4,SUP-04,Lonza Group AG,Switzerland,0.97,WH-NA-02,North America,2023-03-01,44368,43013,1,Pass,Not Applicable,41164,37078,36496,33801,32695,28851,22.8,2023-03-14,13.1,2023-03-25,11.1,2023-03-28,3.1,2023-04-17,19.6,2023-04-18,1.1,2023-04-22,3.9,2023-04-30,7.5,60,11.1,0,24.2,54.6,25,98.48,2026-03-13 20:09:36.000000008,1056,Low,106483.2,15517,37240.8,2023,3,2023-03,2023Q1
BATCH-01953,DrugA,Angiotrol,Hypertension,Injection,1,18,9.6,SUP-05,Cambrex Corporation,USA,0.95,WH-NA-02,North America,2024-11-09,25227,24456,1,Pass,Not Applicable,23506,21173,20841,19302,18671,16476,5.1,2024-11-18,9.1,2024-12-21,33.2,2024-12-23,1.8,2025-02-27,66.0,2025-03-03,4.1,2025-03-04,1.0,2025-03-11,7.4,122,33.2,0,3.2,31.8,71,99.0,2026-05-19 22:04:48.000000008,441,Low,242179.2,8751,84009.6,2024,11,2024-11,2024Q4
BATCH-01954,DrugC,Cholestat,Lipid Disorders,Injection,1,15,12.3,SUP-01,Aurobindo API Ltd,India,0.94,WH-LA-01,Latin America,2024-12-07,10352,10036,1,Pass,Not Applicable,9883,8902,8762,8115,7850,6927,16.0,2024-12-13,6.4,2024-12-26,12.8,2024-12-30,3.9,2025-01-26,27.5,2025-01-30,3.9,2025-02-04,5.1,2025-02-05,1.0,60,12.8,0,7.5,56.5,36,98.05,2026-03-14 14:24:00.000000000,403,Low,127329.6,3425,42127.5,2024,12,2024-12,2024Q4
BATCH-01955,DrugB,Betacor,Hypertension,Capsule,0,24,3.15,SUP-06,Hikal Speciality  ,India,0.88,WH-ME-01,Middle East & Africa,2024-11-12,43152,41834,1,Pass,Not Applicable,41536,37413,36826,34107,32991,29112,30.2,2024-11-23,11.4,2024-12-06,12.5,2024-12-08,2.5,2024-12-20,12.2,2024-12-29,9.0,2025-01-05,6.7,2025-01-14,9.5,63,12.5,0,28.5,37.6,28,99.28,2026-11-23 13:26:24.000000008,687,Low,135928.8,14040,44226.0,2024,11,2024-11,2024Q4
BATCH-01956,DrugC,Cholestat,Lipid Disorders,Injection,1,15,12.3,SUP-08,Siegfried Holding,Germany,0.96,WH-NA-01,North America,2024-07-02,21264,20614,1,Pass,Not Applicable,19883,17909,17628,16326,15792,13935,12.9,2024-07-11,9.5,2024-08-03,22.8,2024-08-06,2.9,2024-08-17,10.7,2024-08-19,1.8,2024-08-20,1.0,2024-08-31,10.5,60,22.8,0,4.6,39.4,14,98.57,2025-10-10 14:24:00.000000000,416,Low,261547.2,7329,90146.7,2024,7,2024-07,2024Q3
BATCH-01957,DrugX,Nephrolyte,Nephrology,Tablet,0,30,1.85,SUP-05,Cambrex Corporation,USA,0.95,WH-ME-01,Middle East & Africa,2024-01-04,39982,38761,1,Pass,Not Applicable,37988,34217,33680,31193,30172,26625,15.2,2024-01-11,7.4,2024-02-07,26.8,2024-02-13,5.7,2024-03-22,38.5,2024-03-27,4.7,2024-04-06,9.8,2024-04-12,6.2,99,26.8,0,23.3,55.6,53,96.34,2026-07-12 04:48:00.000000000,827,Medium,73966.7,13357,24710.45,2024,1,2024-01,2024Q1
