date,year_month,drug_code,brand_name,region,units_demanded,units_fulfilled,units_backordered,fill_rate_pct,revenue_usd
2025-12-01,2025-12,DrugB,Betacor,North America,18577,17780,797,95.71,145618.2
2025-12-01,2025-12,DrugB,Betacor,Europe,13771,13590,181,98.68,111302.1
2025-12-01,2025-12,DrugB,Betacor,Asia-Pacific,11230,11011,219,98.05,90180.09
2025-12-01,2025-12,DrugB,Betacor,Latin America,5212,5101,111,97.87,41777.19
2025-12-01,2025-12,DrugB,Betacor,Middle East & Africa,3691,3403,288,92.19,27870.57
2025-12-01,2025-12,DrugC,Cholestat,North America,19781,18376,1405,92.9,587664.48
2025-12-01,2025-12,DrugC,Cholestat,Europe,15633,14895,738,95.28,476342.1
2025-12-01,2025-12,DrugC,Cholestat,Asia-Pacific,11537,11085,452,96.08,354498.3
2025-12-01,2025-12,DrugC,Cholestat,Latin America,5591,5131,460,91.77,164089.38
2025-12-01,2025-12,DrugC,Cholestat,Middle East & Africa,3823,3642,181,95.26,116471.16
