snapshot_month,warehouse_id,warehouse_name,region,drug_code,brand_name,is_cold_chain,unit_cost_usd,units_on_hand,monthly_demand_units,units_issued,safety_stock,reorder_point,months_of_supply,days_to_expiry,units_expiring_soon,warehouse_capacity,inventory_value_usd
2023-02,WH-AP-01,Singapore DC,Asia-Pacific,DrugY,Cardiovex,0,2.4,254776.0,53807,53807,26634,91202,4.74,431,39450,400000,611462.4
2023-03,WH-AP-01,Singapore DC,Asia-Pacific,DrugA,Angiotrol,1,9.6,16540.0,12917,12419,6393,21893,1.28,149,1400,400000,158784.0
2023-03,WH-AP-01,Singapore DC,Asia-Pacific,DrugB,Betacor,0,3.15,33535.0,9627,9618,4765,16317,3.48,450,2727,400000,105635.25
2023-03,WH-AP-01,Singapore DC,Asia-Pacific,DrugC,Cholestat,1,12.3,23377.0,10416,8297,5155,17654,2.24,5,555,400000,287537.1
2023-03,WH-AP-01,Singapore DC,Asia-Pacific,DrugX,Nephrolyte,0,1.85,152793.0,33030,31180,16349,55985,4.63,418,22585,400000,282667.05
2023-03,WH-AP-01,Singapore DC,Asia-Pacific,DrugY,Cardiovex,0,2.4,97943.0,52593,51161,26033,89144,1.86,288,2562,400000,235063.2
2023-04,WH-AP-01,Singapore DC,Asia-Pacific,DrugA,Angiotrol,1,9.6,4007.0,11781,11779,5831,19968,0.34,209,582,400000,38467.2
2023-04,WH-AP-01,Singapore DC,Asia-Pacific,DrugB,Betacor,0,3.15,25258.0,8797,8797,4354,14910,2.87,74,2799,400000,79562.7
2023-04,WH-AP-01,Singapore DC,Asia-Pacific,DrugC,Cholestat,1,12.3,10086.0,8705,8176,4308,14754,1.16,475,859,400000,124057.8
2023-04,WH-AP-01,Singapore DC,Asia-Pacific,DrugX,Nephrolyte,0,1.85,105838.0,30700,29923,15196,52036,3.45,367,10745,400000,195800.3
2023-04,WH-AP-01,Singapore DC,Asia-Pacific,DrugY,Cardiovex,0,2.4,147194.0,46364,41499,22950,78586,3.17,475,9377,400000,353265.6
2023-05,WH-AP-01,Singapore DC,Asia-Pacific,DrugA,Angiotrol,1,9.6,19898.0,11111,9776,5499,18832,1.79,106,1382,400000,191020.8
2023-05,WH-AP-01,Singapore DC,Asia-Pacific,DrugB,Betacor,0,3.15,25242.0,7452,6390,3688,12630,3.39,219,772,400000,79512.3
2023-05,WH-AP-01,Singapore DC,Asia-Pacific,DrugC,Cholestat,1,12.3,9513.0,7424,6563,3674,12582,1.28,278,1090,400000,117009.9
2023-05,WH-AP-01,Singapore DC,Asia-Pacific,DrugX,Nephrolyte,0,1.85,117479.0,27135,26822,13431,45993,4.33,551,7045,400000,217336.15
2023-05,WH-AP-01,Singapore DC,Asia-Pacific,DrugY,Cardiovex,0,2.4,141895.0,43255,42647,21411,73317,3.28,331,25191,400000,340548.0
2023-06,WH-AP-01,Singapore DC,Asia-Pacific,DrugA,Angiotrol,1,9.6,5767.0,10671,9637,5282,18087,0.54,382,301,400000,55363.2
2023-06,WH-AP-01,Singapore DC,Asia-Pacific,DrugB,Betacor,0,3.15,16398.0,7575,7575,3749,12839,2.16,202,914,400000,51653.7
2023-06,WH-AP-01,Singapore DC,Asia-Pacific,DrugC,Cholestat,1,12.3,4816.0,8154,7159,4036,13820,0.59,417,472,400000,59236.8
2023-06,WH-AP-01,Singapore DC,Asia-Pacific,DrugX,Nephrolyte,0,1.85,53370.0,24956,24956,12353,42300,2.14,678,3259,400000,98734.5
2023-06,WH-AP-01,Singapore DC,Asia-Pacific,DrugY,Cardiovex,0,2.4,146370.0,43816,43722,21688,74267,3.34,429,10057,400000,351288.0
2023-07,WH-AP-01,Singapore DC,Asia-Pacific,DrugA,Angiotrol,1,9.6,11787.0,11052,10841,5470,18732,1.07,318,201,400000,113155.2
2023-07,WH-AP-01,Singapore DC,Asia-Pacific,DrugB,Betacor,0,3.15,31765.0,7440,7440,3682,12610,4.27,295,6525,400000,100059.75
2023-07,WH-AP-01,Singapore DC,asia pacific,DrugC,Cholestat,1,12.3,18436.0,7661,6603,3792,12985,2.41,158,1059,400000,226762.8
2023-07,WH-AP-01,Singapore DC,Asia-Pacific,DrugX,Nephrolyte,0,1.85,95200.0,25853,22304,12797,43820,3.68,478,11775,400000,176120.0
2023-07,WH-AP-01,Singapore DC,Asia-Pacific,DrugY,Cardiovex,0,2.4,133924.0,43782,39048,21672,74210,3.06,495,12479,400000,321417.6
2023-08,WH-AP-01,Singapore DC,APAC,DrugA,Angiotrol,1,9.6,15448.0,10674,9715,5283,18091,1.45,416,2362,400000,148300.8
2023-08,WH-AP-01,Singapore DC,Asia-Pacific,DrugB,Betacor,0,3.15,18672.0,6881,6181,3406,11663,2.71,483,438,400000,58816.8
2023-08,WH-AP-01,Singapore DC,Asia-Pacific,DrugC,Cholestat,1,12.3,15623.0,7280,6458,3603,12339,2.15,441,1224,400000,192162.9
2023-08,WH-AP-01,Singapore DC,Asia-Pacific,DrugX,Nephrolyte,0,1.85,96957.0,23978,22578,11869,40642,4.04,462,3947,400000,179370.45
2023-08,WH-AP-01,Singapore DC,Asia-Pacific,DrugY,Cardiovex,0,2.4,169017.0,47085,47085,23307,79809,3.59,466,15076,400000,405640.8
2023-09,WH-AP-01,Singapore DC,Asia-Pacific,DrugA,Angiotrol,1,9.6,8249.0,11513,9847,5698,19513,0.72,108,304,400000,79190.4
2023-09,WH-AP-01,Singapore DC,Asia-Pacific,DrugB,Betacor,0,3.15,26125.0,8254,7871,4085,13989,3.17,355,4849,400000,82293.75
2023-09,WH-AP-01,Singapore DC,Asia-Pacific,DrugC,Cholestat,1,12.3,,8275,8232,4096,14026,1.64,99,2228,400000,167046.3
2023-09,WH-AP-01,Singapore DC,Asia-Pacific,DrugX,Nephrolyte,0,1.85,41287.0,26248,26248,12992,44489,1.57,290,1622,400000,76380.95
2023-09,WH-AP-01,Singapore DC,Asia-Pacific,DrugY,Cardiovex,0,2.4,116212.0,50449,49450,24972,85510,2.3,672,2776,400000,278908.8
2023-10,WH-AP-01,Singapore DC,Asia-Pacific,DrugA,Angiotrol,1,9.6,38690.0,12743,11898,6307,21598,3.04,142,5986,400000,371424.0
2023-10,WH-AP-01,Singapore DC,Asia-Pacific,DrugB,Betacor,0,3.15,30913.0,8503,8503,4208,14411,3.64,421,846,400000,97375.95
2023-10,WH-AP-01,Singapore DC,Asia-Pacific,DrugC,Cholestat,1,12.3,27823.0,8801,7926,4356,14917,3.16,224,489,400000,342222.9
2023-10,WH-AP-01,Singapore DC,Asia-Pacific,DrugX,Nephrolyte,0,1.85,126872.0,32295,29245,15986,54740,3.93,285,15650,400000,234713.2
2023-10,WH-AP-01,Singapore DC,Asia-Pacific,DrugY,Cardiovex,0,2.4,132313.0,46408,44344,22971,78660,2.85,510,4716,400000,317551.2
2023-11,WH-AP-01,Singapore DC,Asia-Pacific,DrugA,Angiotrol,1,9.6,9298.0,13782,12370,6822,23360,0.67,441,794,400000,89260.8
2023-11,WH-AP-01,Singapore DC,Asia-Pacific,DrugB,Betacor,0,3.15,50238.0,9701,9291,4801,16442,5.18,310,704,400000,158249.7
2023-11,WH-AP-01,Singapore DC,Asia-Pacific,DrugC,Cholestat,1,12.3,10414.0,10400,9766,5148,17628,1.0,61,796,400000,128092.2
2023-11,WH-AP-01,Singapore DC,Asia-Pacific,DrugX,Nephrolyte,0,1.85,86327.0,30340,27754,15018,51426,2.85,25,3346,400000,159704.95
2023-11,WH-AP-01,Singapore DC,Asia-Pacific,DrugY,Cardiovex,0,2.4,159404.0,53140,53140,26304,90072,3.0,538,45916,400000,382569.6
2023-12,WH-AP-01,Singapore DC,Asia-Pacific,DrugA,Angiotrol,1,9.6,10504.0,14480,14036,7167,24543,0.73,277,340,400000,100838.4
2023-12,WH-AP-01,Singapore DC,Asia-Pacific,DrugB,Betacor,0,3.15,36390.0,10497,9763,5196,17792,3.47,496,6203,400000,114628.5
2023-12,WH-AP-01,Singapore DC,Asia-Pacific,DrugC,Cholestat,1,12.3,16377.0,9798,8299,4850,16607,1.67,47,1619,400000,201437.1
2023-12,WH-AP-01,Singapore DC,Asia-Pacific,DrugX,Nephrolyte,0,1.85,66655.0,35003,35003,17326,59329,1.9,255,5544,400000,123311.75
2023-12,WH-AP-01,Singapore DC,Asia-Pacific,DrugY,Cardiovex,0,2.4,220592.0,60677,55014,30035,102847,3.64,690,3617,400000,529420.8
2024-01,WH-AP-01,Singapore DC,Asia-Pacific,DrugA,Angiotrol,1,9.6,24779.0,14548,14548,7201,24658,1.7,189,5689,400000,237878.4
2024-01,WH-AP-01,Singapore DC,Asia-Pacific,DrugB,Betacor,0,3.15,47014.0,11942,10512,5911,20241,3.94,396,1940,400000,148094.1
2024-01,WH-AP-01,Singapore DC,Asia-Pacific,DrugC,Cholestat,1,12.3,12426.0,10444,10444,5169,17701,1.19,493,1098,400000,152839.8
2024-01,WH-AP-01,Singapore DC,Asia-Pacific,DrugX,Nephrolyte,0,1.85,138963.0,35597,35597,17620,60336,3.9,59,733,400000,257081.55
2024-01,WH-AP-01,Singapore DC,asia pacific,DrugY,Cardiovex,0,2.4,181217.0,61496,61496,30440,104235,2.95,315,13978,400000,434920.8
2024-02,WH-AP-01,Singapore DC,Asia-Pacific,DrugA,Angiotrol,1,9.6,17116.0,14424,14270,7139,24447,1.19,294,464,400000,164313.6
2024-02,WH-AP-01,Singapore DC,APAC,DrugB,Betacor,0,3.15,28947.0,10607,9586,5250,17978,2.73,384,2079,400000,91183.05
2024-02,WH-AP-01,Singapore DC,Asia-Pacific,DrugC,Cholestat,1,12.3,24165.0,10802,9439,5346,18308,2.24,201,2219,400000,297229.5
2024-02,WH-AP-01,Singapore DC,Asia-Pacific,DrugX,Nephrolyte,0,1.85,141223.0,36506,36506,18070,61877,3.87,645,3659,400000,261262.55
2024-02,WH-AP-01,Singapore DC,Asia-Pacific,DrugY,Cardiovex,0,2.4,199112.0,60270,55926,29833,102157,3.3,438,18124,400000,477868.8
2024-03,WH-AP-01,Singapore DC,Asia-Pacific,DrugA,Angiotrol,1,9.6,35192.0,14466,14018,7160,24519,2.43,459,6091,400000,337843.2
2024-03,WH-AP-01,Singapore DC,Asia-Pacific,DrugB,Betacor,0,3.15,48832.0,10347,9754,5121,17537,4.72,335,11895,400000,153820.8
2024-03,WH-AP-01,Singapore DC,Asia-Pacific,DrugC,Cholestat,1,12.3,17942.0,10167,9701,5032,17232,1.76,98,4527,400000,220686.6
2024-03,WH-AP-01,Singapore DC,Asia-Pacific,DrugX,Nephrolyte,0,1.85,98695.0,35297,35297,17472,59828,2.8,275,12905,400000,182585.75
2024-03,WH-AP-01,Singapore DC,Asia-Pacific,DrugY,Cardiovex,0,2.4,209235.0,61563,61563,30473,104348,3.4,437,19337,400000,502164.0
2024-04,WH-AP-01,Singapore DC,Asia-Pacific,DrugA,Angiotrol,1,9.6,27032.0,13608,11485,6735,23064,1.99,282,5499,400000,259507.2
2024-04,WH-AP-01,Singapore DC,APAC,DrugB,Betacor,0,3.15,27057.0,9055,9055,4482,15348,2.99,497,3557,400000,85229.55
2024-04,WH-AP-01,Singapore DC,Asia-Pacific,DrugC,Cholestat,1,12.3,3159.0,9392,9274,4649,15919,0.34,64,45,400000,38855.7
2024-04,WH-AP-01,Singapore DC,Asia-Pacific,DrugX,Nephrolyte,0,1.85,108703.0,30377,30377,15036,51488,3.58,428,12354,400000,201100.55
2024-04,WH-AP-01,Singapore DC,Asia-Pacific,DrugY,Cardiovex,0,2.4,182387.0,51698,46885,25590,87627,3.53,231,8224,400000,437728.8
2024-05,WH-AP-01,Singapore DC,APAC,DrugA,Angiotrol,1,9.6,8862.0,12770,11820,6321,21645,0.69,250,2338,400000,85075.2
2024-05,WH-AP-01,Singapore DC,Asia-Pacific,DrugB,Betacor,0,3.15,25136.0,8346,7987,4131,14146,3.01,239,550,400000,79178.4
2024-05,WH-AP-01,Singapore DC,Asia-Pacific,DrugC,Cholestat,1,12.3,24908.0,8310,8190,4113,14085,3.0,359,5942,400000,306368.4
2024-05,WH-AP-01,Singapore DC,Asia-Pacific,DrugX,Nephrolyte,0,1.85,88224.0,28226,28032,13971,47842,3.13,433,7895,400000,163214.4
2024-05,WH-AP-01,Singapore DC,APAC,DrugY,Cardiovex,0,2.4,137506.0,48580,48580,24047,82343,2.83,615,7390,400000,330014.4
2024-06,WH-AP-01,Singapore DC,Asia-Pacific,DrugA,Angiotrol,1,9.6,26956.0,12241,11980,6059,20748,2.2,493,1531,400000,258777.6
2024-06,WH-AP-01,Singapore DC,Asia-Pacific,DrugB,Betacor,0,3.15,27767.0,8494,7767,4204,14396,3.27,189,1526,400000,87466.05
2024-06,WH-AP-01,Singapore DC,Asia-Pacific,DrugC,Cholestat,1,12.3,7573.0,7680,7680,3801,13017,0.99,338,871,400000,93147.9
2024-06,WH-AP-01,Singapore DC,Asia-Pacific,DrugX,Nephrolyte,0,1.85,42339.0,30323,28112,15009,51396,1.4,545,1998,400000,78327.15
2024-06,WH-AP-01,Singapore DC,Asia-Pacific,DrugY,Cardiovex,0,2.4,95137.0,46461,46461,22998,78751,2.05,497,6063,400000,228328.8
2024-07,WH-AP-01,Singapore DC,Asia-Pacific,DrugA,Angiotrol,1,9.6,23468.0,12828,12707,6349,21742,1.83,122,2662,400000,225292.8
2024-07,WH-AP-01,Singapore DC,Asia-Pacific,DrugB,Betacor,0,3.15,35454.0,7712,7266,3817,13071,4.6,307,9138,400000,111680.1
2024-07,WH-AP-01,Singapore DC,Asia-Pacific,DrugC,Cholestat,1,12.3,11283.0,8083,8083,4001,13700,1.4,71,375,400000,138780.9
2024-07,WH-AP-01,Singapore DC,Asia-Pacific,DrugX,Nephrolyte,0,1.85,96923.0,27296,23386,13511,46266,3.55,580,12016,400000,179307.55
2024-07,WH-AP-01,Singapore DC,Asia-Pacific,DrugY,Cardiovex,0,2.4,146072.0,43843,43843,21702,74313,3.33,554,6424,400000,350572.8
2024-08,WH-AP-01,Singapore DC,Asia-Pacific,DrugA,Angiotrol,1,9.6,20105.0,11485,11380,5685,19467,1.75,5,2903,400000,193008.0
2024-08,WH-AP-01,Singapore DC,Asia-Pacific,DrugB,Betacor,0,3.15,33618.0,8301,7983,4108,14069,4.05,300,5058,400000,105896.7
2024-08,WH-AP-01,Singapore DC,Asia-Pacific,DrugC,Cholestat,1,12.3,16536.0,8556,7706,4235,14502,1.93,263,5051,400000,203392.8
2024-08,WH-AP-01,Singapore DC,Asia-Pacific,DrugX,Nephrolyte,0,1.85,98590.0,28481,26065,14098,48275,3.46,442,20686,400000,182391.5
2024-08,WH-AP-01,Singapore DC,Asia-Pacific,DrugY,Cardiovex,0,2.4,174873.0,47252,42958,23389,80091,3.7,611,2307,400000,419695.2
2024-09,WH-AP-01,Singapore DC,Asia-Pacific,DrugA,Angiotrol,1,9.6,4045.0,12549,11466,6211,21269,0.32,200,1148,400000,38832.0
2024-09,WH-AP-01,Singapore DC,Asia-Pacific,DrugB,Betacor,0,3.15,18378.0,8677,7523,4295,14707,2.12,243,1843,400000,57890.7
2024-09,WH-AP-01,Singapore DC,Asia-Pacific,DrugC,Cholestat,1,12.3,17318.0,8422,8301,4168,14274,2.06,286,1297,400000,213011.4
2024-09,WH-AP-01,Singapore DC,Asia-Pacific,DrugX,Nephrolyte,0,1.85,91135.0,30890,30890,15290,52358,2.95,291,3348,400000,168599.75
2024-09,WH-AP-01,Singapore DC,Asia-Pacific,DrugY,Cardiovex,0,2.4,165775.0,49096,44112,24302,83217,3.38,433,18985,400000,397860.0
2024-10,WH-AP-01,Singapore DC,Asia-Pacific,DrugA,Angiotrol,1,9.6,4364.0,14331,11508,7093,24290,0.3,118,500,400000,41894.4
2024-10,WH-AP-01,Singapore DC,Asia-Pacific,DrugB,Betacor,0,3.15,24183.0,10146,9967,5022,17197,2.38,224,7945,400000,76176.45
2024-10,WH-AP-01,Singapore DC,Asia-Pacific,DrugC,Cholestat,1,12.3,,9766,9472,4834,16553,3.25,5,997,400000,390057.6
2024-10,WH-AP-01,Singapore DC,Asia-Pacific,DrugX,Nephrolyte,0,1.85,122674.0,32844,32657,16257,55669,3.74,419,29504,400000,226946.9
2024-10,WH-AP-01,Singapore DC,Asia-Pacific,DrugY,Cardiovex,0,2.4,230799.0,51786,48152,25634,87777,4.46,572,7157,400000,553917.6
2024-11,WH-AP-01,Singapore DC,Asia-Pacific,DrugA,Angiotrol,1,9.6,5622.0,15531,14667,7687,26324,0.36,301,1197,400000,53971.2
2024-11,WH-AP-01,Singapore DC,Asia-Pacific,DrugB,Betacor,0,3.15,33222.0,10193,10193,5045,17276,3.26,232,1372,400000,104649.3
2024-11,WH-AP-01,Singapore DC,Asia-Pacific,DrugC,Cholestat,1,12.3,2128.0,10643,10643,5268,18039,0.2,217,43,400000,26174.4
2024-11,WH-AP-01,Singapore DC,Asia-Pacific,DrugX,Nephrolyte,0,1.85,58338.0,34609,32160,17131,58661,1.69,573,15453,400000,107925.3
2024-11,WH-AP-01,Singapore DC,Asia-Pacific,DrugY,Cardiovex,0,2.4,202917.0,55814,49033,27627,94603,3.64,511,51551,400000,487000.8
2024-12,WH-AP-01,Singapore DC,Asia-Pacific,DrugA,Angiotrol,1,9.6,23787.0,16668,16235,8250,28251,1.43,287,3017,400000,228355.2
2024-12,WH-AP-01,Singapore DC,Asia-Pacific,DrugB,Betacor,0,3.15,22769.0,11024,10782,5456,18684,2.07,206,1733,400000,71722.35
2024-12,WH-AP-01,Singapore DC,Asia-Pacific,DrugC,Cholestat,1,12.3,24540.0,10923,10192,5406,18513,2.25,5,5172,400000,301842.0
2024-12,WH-AP-01,Singapore DC,Asia-Pacific,DrugX,Nephrolyte,0,1.85,101713.0,39049,37178,19329,66187,2.6,410,8442,400000,188169.05
2024-12,WH-AP-01,Singapore DC,Asia-Pacific,DrugY,Cardiovex,0,2.4,220502.0,61088,57442,30238,103543,3.61,447,10553,400000,529204.8
2025-01,WH-AP-01,Singapore DC,Asia-Pacific,DrugA,Angiotrol,1,9.6,27240.0,16169,15441,8003,27405,1.68,231,2562,400000,261504.0
2025-01,WH-AP-01,Singapore DC,Asia-Pacific,DrugB,Betacor,0,3.15,19508.0,12307,10923,6091,20859,1.59,482,6620,400000,61450.2
2025-01,WH-AP-01,Singapore DC,Asia-Pacific,DrugC,Cholestat,1,12.3,31027.0,10605,10605,5249,17975,2.93,44,4195,400000,381632.1
2025-01,WH-AP-01,Singapore DC,Asia-Pacific,DrugX,Nephrolyte,0,1.85,128387.0,39537,35846,19570,67014,3.25,610,3109,400000,237515.95
2025-01,WH-AP-01,Singapore DC,Asia-Pacific,DrugY,Cardiovex,0,2.4,166503.0,63022,61282,31195,106821,2.64,691,9147,400000,399607.2
2025-02,WH-AP-01,Singapore DC,Asia-Pacific,DrugA,Angiotrol,1,9.6,32715.0,17156,15736,8492,29079,1.91,212,1105,400000,314064.0
2025-02,WH-AP-01,Singapore DC,Asia-Pacific,DrugB,Betacor,0,3.15,33618.0,10900,10900,5395,18475,3.08,205,3557,400000,105896.7
2025-02,WH-AP-01,Singapore DC,Asia-Pacific,DrugC,Cholestat,1,12.3,27989.0,11344,10235,5615,19227,2.47,374,5684,400000,344264.7
2025-02,WH-AP-01,Singapore DC,Asia-Pacific,DrugX,Nephrolyte,0,1.85,175934.0,40271,40271,19934,68259,4.37,408,5781,400000,325477.9
2025-02,WH-AP-01,Singapore DC,Asia-Pacific,DrugY,Cardiovex,0,2.4,197658.0,57681,54748,28552,97769,3.43,685,46061,400000,474379.2
2025-03,WH-AP-01,Singapore DC,Asia-Pacific,DrugA,Angiotrol,1,9.6,15703.0,15370,15370,7608,26052,1.02,127,1256,400000,150748.8
2025-03,WH-AP-01,Singapore DC,Asia-Pacific,DrugB,Betacor,0,3.15,31471.0,11174,10742,5531,18939,2.82,366,88,400000,99133.65
2025-03,WH-AP-01,Singapore DC,Asia-Pacific,DrugC,Cholestat,1,12.3,11947.0,10662,9828,5277,18071,1.12,250,1253,400000,146948.1
2025-03,WH-AP-01,Singapore DC,Asia-Pacific,DrugX,Nephrolyte,0,1.85,92813.0,34264,32305,16960,58076,2.71,398,8864,400000,171704.05
2025-03,WH-AP-01,Singapore DC,Asia-Pacific,DrugY,Cardiovex,0,2.4,296365.0,59884,57417,29642,101502,4.95,331,30881,400000,711276.0
2025-04,WH-AP-01,Singapore DC,Asia-Pacific,DrugA,Angiotrol,1,9.6,25446.0,14861,13002,7356,25189,1.71,404,1865,400000,244281.6
2025-04,WH-AP-01,Singapore DC,Asia-Pacific,DrugB,Betacor,0,3.15,32531.0,9495,9287,4700,16094,3.43,286,2199,400000,102472.65
2025-04,WH-AP-01,Singapore DC,Asia-Pacific,DrugC,Cholestat,1,12.3,14423.0,9897,9675,4899,16775,1.46,264,5265,400000,177402.9
2025-04,WH-AP-01,Singapore DC,Asia-Pacific,DrugX,Nephrolyte,0,1.85,105566.0,33834,33832,16747,57347,3.12,508,18134,400000,195297.1
2025-04,WH-AP-01,Singapore DC,Asia-Pacific,DrugY,Cardiovex,0,2.4,206092.0,60667,58130,30030,102830,3.4,461,26264,400000,494620.8
2025-05,WH-AP-01,Singapore DC,Asia-Pacific,DrugA,Angiotrol,1,9.6,2694.0,13471,12919,6668,22833,0.2,337,255,400000,25862.4
2025-05,WH-AP-01,Singapore DC,Asia-Pacific,DrugB,Betacor,0,3.15,17748.0,8967,8034,4438,15198,1.98,265,3591,400000,55906.2
2025-05,WH-AP-01,Singapore DC,Asia-Pacific,DrugC,Cholestat,1,12.3,10275.0,9103,8187,4505,15428,1.13,300,128,400000,126382.5
2025-05,WH-AP-01,Singapore DC,Asia-Pacific,DrugX,Nephrolyte,0,1.85,120090.0,34084,32464,16871,57771,3.52,416,27666,400000,222166.5
2025-05,WH-AP-01,Singapore DC,Asia-Pacific,DrugY,Cardiovex,0,2.4,187496.0,54224,49569,26840,91908,3.46,425,8753,400000,449990.4
2025-06,WH-AP-01,Singapore DC,Asia-Pacific,DrugA,Angiotrol,1,9.6,22773.0,12536,11066,6205,21248,1.82,225,1549,400000,218620.8
2025-06,WH-AP-01,Singapore DC,Asia-Pacific,DrugB,Betacor,0,3.15,27370.0,8440,8440,4177,14305,3.24,282,722,400000,86215.5
2025-06,WH-AP-01,Singapore DC,Asia-Pacific,DrugC,Cholestat,1,12.3,23616.0,9208,9042,4557,15606,2.56,119,4271,400000,290476.8
2025-06,WH-AP-01,Singapore DC,Asia-Pacific,DrugX,Nephrolyte,0,1.85,126614.0,28823,28823,14267,48854,4.39,116,3671,400000,234235.9
2025-06,WH-AP-01,Singapore DC,Asia-Pacific,DrugY,Cardiovex,0,2.4,178704.0,51237,48232,25362,86846,3.49,323,23890,400000,428889.6
2025-07,WH-AP-01,Singapore DC,Asia-Pacific,DrugA,Angiotrol,1,9.6,12425.0,12122,11768,6000,20546,1.03,332,2864,400000,119280.0
2025-07,WH-AP-01,Singapore DC,Asia-Pacific,DrugB,Betacor,0,3.15,45101.0,9579,9548,4741,16235,4.71,331,3068,400000,142068.15
2025-07,WH-AP-01,Singapore DC,Asia-Pacific,DrugC,Cholestat,1,12.3,15180.0,8528,7366,4221,14454,1.78,194,625,400000,186714.0
2025-07,WH-AP-01,Singapore DC,Asia-Pacific,DrugX,Nephrolyte,0,1.85,100042.0,29792,26240,14747,50497,3.36,502,9136,400000,185077.7
2025-07,WH-AP-01,Singapore DC,Asia-Pacific,DrugY,Cardiovex,0,2.4,174524.0,44340,44340,21948,75156,3.94,424,11751,400000,418857.6
2025-08,WH-AP-01,Singapore DC,Asia-Pacific,DrugA,Angiotrol,1,9.6,15124.0,13224,13029,6545,22413,1.14,499,1923,400000,145190.4
2025-08,WH-AP-01,Singapore DC,Asia-Pacific,DrugB,Betacor,0,3.15,30767.0,8833,7830,4372,14971,3.48,591,1693,400000,96916.05
2025-08,WH-AP-01,Singapore DC,Asia-Pacific,DrugC,Cholestat,1,12.3,3687.0,8971,8950,4440,15205,0.41,165,652,400000,45350.1
2025-08,WH-AP-01,Singapore DC,Asia-Pacific,DrugX,Nephrolyte,0,1.85,67857.0,30743,30743,15217,52108,2.21,617,8802,400000,125535.45
2025-08,WH-AP-01,Singapore DC,Asia-Pacific,DrugY,Cardiovex,0,2.4,134068.0,47424,46734,23474,80382,2.83,524,15904,400000,321763.2
2025-09,WH-AP-01,Singapore DC,Asia-Pacific,DrugA,Angiotrol,1,9.6,29241.0,12406,12027,6140,21027,2.36,369,6951,400000,280713.6
2025-09,WH-AP-01,Singapore DC,Asia-Pacific,DrugB,Betacor,0,3.15,33087.0,9250,8804,4578,15678,3.58,447,5768,400000,104224.05
2025-09,WH-AP-01,Singapore DC,Asia-Pacific,DrugC,Cholestat,1,12.3,22137.0,9123,8909,4515,15462,2.43,219,1841,400000,272285.1
2025-09,WH-AP-01,Singapore DC,Asia-Pacific,DrugX,Nephrolyte,0,1.85,91494.0,32735,31215,16203,55485,2.79,198,3494,400000,169263.9
2025-09,WH-AP-01,Singapore DC,Asia-Pacific,DrugY,Cardiovex,0,2.4,211242.0,56036,50474,27737,94980,3.77,513,9274,400000,506980.8
2025-10,WH-AP-01,Singapore DC,Asia-Pacific,DrugA,Angiotrol,1,9.6,47434.0,15541,15541,7692,26341,3.05,266,7445,400000,455366.4
2025-10,WH-AP-01,Singapore DC,Asia-Pacific,DrugB,Betacor,0,3.15,44533.0,10311,8817,5103,17476,4.32,403,2237,400000,140278.95
2025-10,WH-AP-01,Singapore DC,Asia-Pacific,DrugC,Cholestat,1,12.3,14156.0,11266,11266,5576,19095,1.26,163,802,400000,174118.8
2025-10,WH-AP-01,Singapore DC,Asia-Pacific,DrugX,Nephrolyte,0,1.85,89174.0,35586,33745,17615,60318,2.51,481,10665,400000,164971.9
2025-10,WH-AP-01,Singapore DC,Asia-Pacific,DrugY,Cardiovex,0,2.4,233473.0,64867,63662,32109,109949,3.6,719,4579,400000,560335.2
2025-11,WH-AP-01,Singapore DC,Asia-Pacific,DrugA,Angiotrol,1,9.6,19459.0,14741,14741,7296,24985,1.32,188,3249,400000,186806.4
2025-11,WH-AP-01,Singapore DC,Asia-Pacific,DrugB,Betacor,0,3.15,37507.0,11587,11587,5735,19639,3.24,315,5355,400000,118147.05
2025-11,WH-AP-01,Singapore DC,Asia-Pacific,DrugC,Cholestat,1,12.3,34682.0,11722,11674,5802,19868,2.96,435,3653,400000,426588.6
2025-11,WH-AP-01,Singapore DC,Asia-Pacific,DrugX,Nephrolyte,0,1.85,96307.0,38346,36470,18981,64996,2.51,346,7241,400000,178167.95
2025-11,WH-AP-01,Singapore DC,Asia-Pacific,DrugY,Cardiovex,0,2.4,257477.0,66642,63382,32987,112957,3.86,420,5769,400000,617944.8
2025-12,WH-AP-01,Singapore DC,Asia-Pacific,DrugA,Angiotrol,1,9.6,3552.0,17764,17605,8793,30109,0.2,524,210,400000,34099.2
2025-12,WH-AP-01,Singapore DC,Asia-Pacific,DrugB,Betacor,0,3.15,29116.0,11230,9538,5558,19034,2.59,444,12786,400000,91715.4
2025-12,WH-AP-01,Singapore DC,Asia-Pacific,DrugC,Cholestat,1,12.3,2307.0,11537,11067,5710,19554,0.2,47,217,400000,28376.1
2025-12,WH-AP-01,Singapore DC,Asia-Pacific,DrugX,Nephrolyte,0,1.85,150139.0,39692,39692,19647,67277,3.78,432,10042,400000,277757.15
2025-12,WH-AP-01,Singapore DC,Asia-Pacific,DrugY,Cardiovex,0,2.4,163588.0,73531,68122,36397,124634,2.22,596,12938,400000,392611.2
2023-01,WH-LA-01,Sao Paulo DC,Latin America,DrugA,Angiotrol,1,9.6,7903.0,6066,5232,3002,10281,1.3,302,340,215000,75868.8
2023-01,WH-LA-01,Sao Paulo DC,LATAM,DrugB,Betacor,0,3.15,11703.0,4577,4409,2265,7757,2.56,611,830,215000,36864.45
