shipment_id,batch_id,leg,leg_sequence,drug_code,region,warehouse_id,supplier_id,supplier_name,carrier,transport_mode,is_cold_chain,units_shipped,units_received,planned_transit_days,actual_transit_days,ship_date,delivery_date,delay_days,is_late,units_damaged,damage_rate_pct,temperature_excursion,freight_cost_usd,year_month
SHP-3-01160,BATCH-01160,Distributor to Pharmacy,3,DrugA,Middle East & Africa,WH-ME-01,SUP-08,Siegfried Holding,DHL Life Sciences,Road,1,42003,40629,6.0,6.0,2025-07-30,2025-08-05,0.0,0,1374,3.27,0,10416.74,2025-07
SHP-3-01161,BATCH-01161,Distributor to Pharmacy,3,DrugY,North America,WH-NA-02,SUP-02,Divis Laboratories,Kuehne+Nagel Pharma,Road,0,19021,18399,6.0,6.0,2023-10-30,2023-11-05,0.0,0,622,3.27,0,3043.36,2023-10
SHP-3-01162,BATCH-01162,Distributor to Pharmacy,3,DrugX,Latin America,WH-LA-01,SUP-05,Cambrex Corporation,DHL Life Sciences,Road,0,35597,34432,6.0,6.0,2023-11-07,2023-11-13,0.0,0,1165,3.27,0,5695.52,2023-11
SHP-3-01163,BATCH-01163,Distributor to Pharmacy,3,DrugA,Latin America,WH-LA-01,SUP-07,Shandong Xinhua Pharm,Regional 3PL,Air,1,15157,14661,3.0,3.0,2025-06-18,2025-06-21,0.0,0,496,3.27,0,9867.21,2025-06
SHP-3-01164,BATCH-01164,Distributor to Pharmacy,3,DrugY,North America,WH-NA-01,SUP-03,Zhejiang Kangtai Chem,Marken,Air,0,46699,45171,3.0,3.0,2025-03-03,2025-03-06,0.0,0,1528,3.27,0,19613.58,2025-03
SHP-3-01165,BATCH-01165,Distributor to Pharmacy,3,DrugY,MEA,WH-ME-01,SUP-06,Hikal Speciality,DHL Life Sciences,Rail,0,43980,42541,9.0,9.0,2025-09-20,2025-09-29,0.0,0,1439,3.27,0,4837.8,2025-09
SHP-3-01166,BATCH-01166,Distributor to Pharmacy,3,DrugB,Latin America,WH-LA-01,SUP-01,Aurobindo API Ltd,FedEx Custom Critical,Road,0,16774,16225,6.0,,2025-05-20,2025-05-26,0.0,0,549,3.27,0,2683.84,2025-05
SHP-3-01167,BATCH-01167,Distributor to Pharmacy,3,DrugA,Europe,WH-EU-01,SUP-06,Hikal Speciality,DHL Life Sciences,Road,1,22656,21915,6.0,6.0,2025-11-05,2025-11-11,0.0,0,741,3.27,1,5618.69,2025-11
SHP-3-01168,BATCH-01168,Distributor to Pharmacy,3,DrugX,Europe,WH-EU-01,SUP-05,Cambrex Corporation,Regional 3PL,Air,0,31155,30136,3.0,3.0,2023-09-17,2023-09-20,0.0,0,1019,3.27,0,13085.1,2023-09
SHP-3-01169,BATCH-01169,Distributor to Pharmacy,3,DrugA,Europe,WH-EU-01,SUP-02,Divis Laboratories,FedEx Custom Critical  ,Air,1,23724,22948,3.0,3.0,2024-01-10,2024-01-13,0.0,0,776,3.27,0,15444.32,2024-01
SHP-3-01170,BATCH-01170,Distributor to Pharmacy,3,DrugY,Middle East & Africa,WH-ME-01,SUP-01,Aurobindo API Ltd,Kuehne+Nagel Pharma,Road,0,50986,49318,6.0,8.0,2023-11-11,2023-11-19,2.0,1,1668,3.27,0,8157.76,2023-11
SHP-3-01171,BATCH-01171,Distributor to Pharmacy,3,DrugY,Middle East & Africa,WH-ME-01,SUP-06,Hikal Speciality,Kuehne+Nagel Pharma,Road,0,25922,25074,6.0,6.0,2023-06-01,2023-06-07,0.0,0,848,3.27,0,4147.52,2023-06
SHP-3-01172,BATCH-01172,Distributor to Pharmacy,3,DrugA,Latin America,WH-LA-01,SUP-02,Divis Laboratories,DHL Life Sciences,Air,1,21742,21031,3.0,3.0,2025-05-11,2025-05-14,0.0,0,711,3.27,0,14154.04,2025-05
SHP-3-01173,BATCH-01173,Distributor to Pharmacy,3,DrugY,Asia-Pacific,WH-AP-01,SUP-04,Lonza Group AG,Kuehne+Nagel Pharma,Sea,0,20915,20231,22.0,22.0,2025-01-31,2025-02-22,0.0,0,684,3.27,0,1254.9,2025-01
SHP-3-01174,BATCH-01174,Distributor to Pharmacy,3,DrugA,North America,WH-NA-01,SUP-01,Aurobindo API Ltd,Regional 3PL,Road,1,15247,14748,6.0,6.0,2023-06-03,2023-06-09,0.0,0,499,3.27,0,3781.26,2023-06
SHP-3-01175,BATCH-01175,Distributor to Pharmacy,3,DrugX,Middle East & Africa,WH-ME-01,SUP-08,Siegfried Holding,Regional 3PL,Road,0,32396,31336,6.0,6.0,2023-10-18,2023-10-24,0.0,0,1060,3.27,0,5183.36,2023-10
SHP-3-01176,BATCH-01176,Distributor to Pharmacy,3,DrugA,North America,WH-NA-01,SUP-05,Cambrex Corporation,FedEx Custom Critical,Air,1,17869,17284,3.0,3.0,2023-08-21,2023-08-24,0.0,0,585,3.27,0,11632.72,2023-08
SHP-3-01177,BATCH-01177,Distributor to Pharmacy,3,DrugX,North America,WH-NA-02,SUP-08,Siegfried Holding,Marken,Sea,0,40091,38779,22.0,23.0,2024-04-18,2024-05-11,1.0,1,1312,3.27,0,2405.46,2024-04
SHP-3-01178,BATCH-01178,Distributor to Pharmacy,3,DrugY,North America,WH-NA-01,SUP-02,Divis Laboratories,Kuehne+Nagel Pharma,Air,0,14828,14343,3.0,3.0,2024-06-11,2024-06-14,0.0,0,485,3.27,0,6227.76,2024-06
SHP-3-01179,BATCH-01179,Distributor to Pharmacy,3,DrugY,Middle East & Africa,WH-ME-01,SUP-02,Divis Laboratories,DHL Life Sciences,Road,0,26310,25449,6.0,6.0,2024-01-14,2024-01-20,0.0,0,861,3.27,0,4209.6,2024-01
SHP-3-01180,BATCH-01180,Distributor to Pharmacy,3,DrugY,Europe,WH-EU-01,SUP-05,Cambrex Corporation,DHL Life Sciences,Sea,0,41329,39977,22.0,22.0,2025-09-21,2025-10-13,0.0,0,1352,3.27,0,2479.74,2025-09
SHP-3-01181,BATCH-01181,Distributor to Pharmacy,3,DrugA,North America,WH-NA-02,SUP-05,Cambrex Corporation,Marken,Air,1,10200,9866,3.0,13.0,2023-10-08,2023-10-21,10.0,1,334,3.27,0,6640.2,2023-10
SHP-3-01182,BATCH-01182,Distributor to Pharmacy,3,DrugY,North America,WH-NA-01,SUP-07,Shandong Xinhua Pharm,Marken,Road,0,59974,58012,6.0,6.0,2024-11-08,2024-11-14,0.0,0,1962,3.27,1,9595.84,2024-11
SHP-3-01183,BATCH-01183,Distributor to Pharmacy,3,DrugY,Europe,WH-EU-01,SUP-08,Siegfried Holding,Kuehne+Nagel Pharma,Road,0,21410,20710,6.0,6.0,2024-07-13,2024-07-19,0.0,0,700,3.27,0,3425.6,2024-07
SHP-3-01184,BATCH-01184,Distributor to Pharmacy,3,DrugY,Latin America,WH-LA-01,SUP-07,Shandong Xinhua Pharm,FedEx Custom Critical,Road,0,27116,26229,6.0,6.0,2024-05-03,2024-05-09,0.0,0,887,3.27,0,4338.56,2024-05
SHP-3-01185,BATCH-01185,Distributor to Pharmacy,3,DrugY,Middle East & Africa,WH-ME-01,SUP-02,Divis Laboratories,DHL Life Sciences,Road,0,31680,30644,6.0,6.0,2025-07-06,2025-07-12,0.0,0,1036,3.27,1,5068.8,2025-07
SHP-3-01186,BATCH-01186,Distributor to Pharmacy,3,DrugA,Asia-Pacific,WH-AP-01,SUP-03,Zhejiang Kangtai Chem,DHL Life Sciences,Air,1,34447,33320,3.0,6.0,2025-12-05,2025-12-11,3.0,1,1127,3.27,0,22425.0,2025-12
SHP-3-01187,BATCH-01187,Distributor to Pharmacy,3,DrugY,Asia-Pacific,WH-AP-01,SUP-08,Siegfried Holding,FedEx Custom Critical,Road,0,28110,27190,6.0,6.0,2023-03-12,2023-03-18,0.0,0,920,3.27,0,4497.6,2023-03
SHP-3-01188,BATCH-01188,Distributor to Pharmacy,3,DrugC,Middle East & Africa,WH-ME-01,SUP-05,Cambrex Corporation,FedEx Custom Critical,Road,1,38636,37372,6.0,6.0,2024-06-30,2024-07-06,0.0,0,1264,3.27,0,9581.73,2024-06
SHP-3-01189,BATCH-01189,Distributor to Pharmacy,3,DrugY,Middle East & Africa,WH-ME-01,SUP-07,Shandong Xinhua Pharm,Marken,Road,0,16348,15813,6.0,6.0,2023-07-22,2023-07-28,0.0,0,535,3.27,0,2615.68,2023-07
SHP-3-01190,BATCH-01190,Distributor to Pharmacy,3,DrugX,North America,WH-NA-02,SUP-05,Cambrex Corporation,DHL Life Sciences,Road,0,52253,50543,6.0,6.0,2024-06-06,2024-06-12,0.0,0,1710,3.27,0,8360.48,2024-06
SHP-3-01191,BATCH-01191,Distributor to Pharmacy,3,DrugY,Middle East & Africa,WH-ME-01,SUP-01,Aurobindo API Ltd,Marken,Road,0,32126,31075,6.0,6.0,2024-11-07,2024-11-13,0.0,0,1051,3.27,0,5140.16,2024-11
SHP-3-01192,BATCH-01192,Distributor to Pharmacy,3,DrugY,Asia-Pacific,WH-AP-01,SUP-04,Lonza Group AG,Marken,Air,0,58289,56382,3.0,3.0,2024-05-15,2024-05-18,0.0,0,1907,3.27,0,24481.38,2024-05
SHP-3-01193,BATCH-01193,Distributor to Pharmacy,3,DrugB,Middle East & Africa,WH-ME-01,SUP-07,Shandong Xinhua Pharm,DHL Life Sciences,Road,0,18568,17961,6.0,6.0,2024-04-24,2024-04-30,0.0,0,607,3.27,1,2970.88,2024-04
SHP-3-01194,BATCH-01194,Distributor to Pharmacy,3,DrugC,North America,WH-NA-01,SUP-06,Hikal Speciality,DHL Life Sciences,Road,1,11775,11390,6.0,6.0,2024-03-12,2024-03-18,0.0,0,385,3.27,0,2920.2,2024-03
SHP-3-01195,BATCH-01195,Distributor to Pharmacy,3,DrugB,North America,WH-NA-01,SUP-02,Divis Laboratories,Kuehne+Nagel Pharma,Sea,0,75107,72650,22.0,25.0,2024-01-11,2024-02-05,3.0,1,2457,3.27,0,4506.42,2024-01
SHP-3-01196,BATCH-01196,Distributor to Pharmacy,3,DrugY,Middle East & Africa,WH-ME-01,SUP-02,Divis Laboratories,Kuehne+Nagel Pharma,Road,0,20024,19369,6.0,6.0,2024-01-18,2024-01-24,0.0,0,655,3.27,0,3203.84,2024-01
SHP-3-01197,BATCH-01197,Distributor to Pharmacy,3,DrugY,Latin America,WH-LA-01,SUP-07,Shandong Xinhua Pharm,FedEx Custom Critical,Road,0,47447,45895,6.0,6.0,2024-05-20,2024-05-26,0.0,0,1552,3.27,0,7591.52,2024-05
SHP-3-01198,BATCH-01198,Distributor to Pharmacy,3,DrugX,North America,WH-NA-02,SUP-08,Siegfried Holding,DHL Life Sciences,Road,0,26204,25347,6.0,6.0,2025-01-02,2025-01-08,0.0,0,857,3.27,0,4192.64,2025-01
SHP-3-01199,BATCH-01199,Distributor to Pharmacy,3,DrugY,Middle East & Africa,WH-ME-01,SUP-07,Shandong Xinhua Pharm,FedEx Custom Critical,Road,0,39612,38316,6.0,,2023-08-13,2023-08-21,2.0,1,1296,3.27,0,6337.92,2023-08
SHP-3-01200,BATCH-01200,Distributor to Pharmacy,3,DrugA,North America,WH-NA-01,SUP-01,Aurobindo API Ltd,Kuehne+Nagel Pharma,Air,1,19055,18432,3.0,3.0,2023-06-28,2023-07-01,0.0,0,623,3.27,0,12404.8,2023-06
SHP-3-01201,BATCH-01201,Distributor to Pharmacy,3,DrugX,Latin America,WH-LA-01,SUP-05,Cambrex Corporation,Regional 3PL,Sea,0,22396,21663,22.0,20.0,2024-09-11,2024-10-01,-2.0,0,733,3.27,0,1343.76,2024-09
SHP-3-01202,BATCH-01202,Distributor to Pharmacy,3,DrugX,North America,WH-NA-02,SUP-07,Shandong Xinhua Pharm,Kuehne+Nagel Pharma,Road,0,13943,13487,6.0,6.0,2025-04-04,2025-04-10,0.0,0,456,3.27,0,2230.88,2025-04
SHP-3-01203,BATCH-01203,Distributor to Pharmacy,3,DrugA,N. America,WH-NA-01,SUP-06,Hikal Speciality,Regional 3PL,Air,1,33952,32841,3.0,3.0,2024-01-17,2024-01-20,0.0,0,1111,3.27,0,22102.75,2024-01
SHP-3-01204,BATCH-01204,Distributor to Pharmacy,3,DrugX,Latin America,WH-LA-01,SUP-05,Cambrex Corporation,Kuehne+Nagel Pharma  ,Sea,0,30428,29433,22.0,22.0,2023-10-08,2023-10-30,0.0,0,995,3.27,0,1825.68,2023-10
SHP-3-01205,BATCH-01205,Distributor to Pharmacy,3,DrugY,Middle East & Africa,WH-ME-01,SUP-04,Lonza Group AG,Kuehne+Nagel Pharma,Air,0,37444,36219,3.0,3.0,2024-12-11,2024-12-14,0.0,0,1225,3.27,0,15726.48,2024-12
SHP-3-01206,BATCH-01206,Distributor to Pharmacy,3,DrugY,North America,WH-NA-01,SUP-02,Divis Laboratories,FedEx Custom Critical,Road,0,6697,6478,6.0,6.0,2024-04-16,2024-04-22,0.0,0,219,3.27,0,1071.52,2024-04
SHP-3-01207,BATCH-01207,Distributor to Pharmacy,3,DrugX,North America,WH-NA-01,SUP-03,Zhejiang Kangtai Chem,Kuehne+Nagel Pharma,Sea,0,16067,15541,22.0,22.0,2025-05-16,2025-06-07,0.0,0,526,3.27,0,964.02,2025-05
SHP-3-01208,BATCH-01208,Distributor to Pharmacy,3,DrugX,Asia-Pacific,WH-AP-01,SUP-06,Hikal Speciality,FedEx Custom Critical,Road,0,30264,29274,6.0,6.0,2023-08-18,2023-08-24,0.0,0,990,3.27,0,4842.24,2023-08
SHP-3-01209,BATCH-01209,Distributor to Pharmacy,3,DrugY,North America,WH-NA-01,SUP-01,Aurobindo API Ltd,FedEx Custom Critical,Road,0,28323,27396,6.0,6.0,2023-08-18,2023-08-24,0.0,0,927,3.27,0,4531.68,2023-08
SHP-3-01210,BATCH-01210,Distributor to Pharmacy,3,DrugY,Latin America,WH-LA-01,SUP-01,Aurobindo API Ltd,Regional 3PL,Road,0,38361,37106,6.0,6.0,2024-10-14,2024-10-20,0.0,0,1255,3.27,0,6137.76,2024-10
SHP-3-01211,BATCH-01211,Distributor to Pharmacy,3,DrugA,Middle East & Africa,WH-ME-01,SUP-04,Lonza Group AG,Marken,Road,1,22095,21372,6.0,6.0,2024-04-20,2024-04-26,0.0,0,723,3.27,0,5479.56,2024-04
SHP-3-01212,BATCH-01212,Distributor to Pharmacy,3,DrugA,Latin America,WH-LA-01,SUP-07,Shandong Xinhua Pharm,Kuehne+Nagel Pharma,Road,1,25755,24912,6.0,6.0,2025-03-14,2025-03-20,0.0,0,843,3.27,0,6387.24,2025-03
SHP-3-01213,BATCH-01213,Distributor to Pharmacy,3,DrugX,North America,WH-NA-02,SUP-06,Hikal Speciality,DHL Life Sciences,Road,0,41649,40286,6.0,6.0,2024-08-12,2024-08-18,0.0,0,1363,3.27,0,6663.84,2024-08
SHP-3-01214,BATCH-01214,Distributor to Pharmacy,3,DrugY,North America,WH-NA-02,SUP-05,Cambrex Corporation,FedEx Custom Critical,Air,0,9740,9421,3.0,3.0,2024-02-23,2024-02-26,0.0,0,319,3.28,0,4090.8,2024-02
SHP-3-01215,BATCH-01215,Distributor to Pharmacy,3,DrugY,Latin America,WH-LA-01,SUP-05,Cambrex Corporation,FedEx Custom Critical,Sea,0,32785,31712,22.0,22.0,2023-09-22,2023-10-14,0.0,0,1073,3.27,0,1967.1,2023-09
SHP-3-01216,BATCH-01216,Distributor to Pharmacy,3,DrugX,North America,WH-NA-01,SUP-01,Aurobindo API Ltd,Regional 3PL,Air,0,22315,21585,3.0,3.0,2023-08-25,2023-08-28,0.0,0,730,3.27,0,9372.3,2023-08
SHP-3-01217,BATCH-01217,Distributor to Pharmacy,3,DrugY,Asia-Pacific,WH-AP-01,SUP-03,Zhejiang Kangtai Chem,Kuehne+Nagel Pharma,Road,0,8071,7807,6.0,6.0,2025-04-23,2025-04-29,0.0,0,264,3.27,0,1291.36,2025-04
SHP-3-01218,BATCH-01218,Distributor to Pharmacy,3,DrugX,Europe,WH-EU-01,SUP-01,Aurobindo API Ltd,Regional 3PL,Sea,0,29603,28635,22.0,22.0,2023-11-26,2023-12-18,0.0,0,968,3.27,0,1776.18,2023-11
SHP-3-01219,BATCH-01219,Distributor to Pharmacy,3,DrugX,Latin America,WH-LA-01,SUP-07,Shandong Xinhua Pharm,Kuehne+Nagel Pharma  ,Sea,0,42279,40896,22.0,22.0,2024-09-14,2024-10-06,0.0,0,1383,3.27,0,2536.74,2024-09
SHP-3-01220,BATCH-01220,Distributor to Pharmacy,3,DrugY,North America,WH-NA-02,SUP-07,Shandong Xinhua Pharm,DHL Life Sciences,Road,0,39768,38467,6.0,6.0,2025-07-07,2025-07-13,0.0,0,1301,3.27,0,6362.88,2025-07
SHP-3-01221,BATCH-01221,Distributor to Pharmacy,3,DrugY,Latin America,WH-LA-01,SUP-03,Zhejiang Kangtai Chem,Kuehne+Nagel Pharma,Road,0,11722,11339,6.0,6.0,2025-08-19,2025-08-25,0.0,0,383,3.27,0,1875.52,2025-08
SHP-3-01222,BATCH-01222,Distributor to Pharmacy,3,DrugY,Latin America,WH-LA-01,SUP-03,Zhejiang Kangtai Chem,FedEx Custom Critical,Sea,0,16731,16184,22.0,20.0,2024-02-10,2024-03-01,-2.0,0,547,3.27,0,1003.86,2024-02
SHP-3-01223,BATCH-01223,Distributor to Pharmacy,3,DrugB,North America,WH-NA-02,SUP-03,Zhejiang Kangtai Chem,DHL Life Sciences,Road,0,36671,35471,6.0,6.0,2023-07-21,2023-07-27,0.0,0,1200,3.27,0,5867.36,2023-07
SHP-3-01224,BATCH-01224,Distributor to Pharmacy,3,DrugX,Europe,WH-EU-01,SUP-08,Siegfried Holding,DHL Life Sciences,Road,0,24725,23916,6.0,6.0,2025-06-03,2025-06-09,0.0,0,809,3.27,0,3956.0,2025-06
SHP-3-01225,BATCH-01225,Distributor to Pharmacy,3,DrugY,North America,WH-NA-01,SUP-04,Lonza Group AG,Regional 3PL,Sea,0,18794,18179,22.0,21.0,2025-01-31,2025-02-21,-1.0,0,615,3.27,0,1127.64,2025-01
SHP-3-01226,BATCH-01226,Distributor to Pharmacy,3,DrugB,Europe,WH-EU-01,SUP-07,Shandong Xinhua Pharm,Kuehne+Nagel Pharma,Air,0,19519,18880,3.0,3.0,2024-03-16,2024-03-19,0.0,0,639,3.27,0,8197.98,2024-03
SHP-3-01227,BATCH-01227,Distributor to Pharmacy,3,DrugX,North America,WH-NA-02,SUP-04,Lonza Group AG,Kuehne+Nagel Pharma,Road,0,36283,35096,6.0,6.0,2024-10-17,2024-10-23,0.0,0,1187,3.27,0,5805.28,2024-10
SHP-3-01228,BATCH-01228,Distributor to Pharmacy,3,DrugX,North America,WH-NA-01,SUP-06,Hikal Speciality,Kuehne+Nagel Pharma,Road,0,24569,23765,6.0,6.0,2023-10-17,2023-10-23,0.0,0,804,3.27,0,3931.04,2023-10
SHP-3-01229,BATCH-01229,Distributor to Pharmacy,3,DrugC,Asia-Pacific,WH-AP-01,SUP-05,Cambrex Corporation,Kuehne+Nagel Pharma,Air,1,16481,15942,3.0,3.0,2025-04-11,2025-04-14,0.0,0,539,3.27,0,10729.13,2025-04
SHP-3-01230,BATCH-01230,Distributor to Pharmacy,3,DrugY,Asia-Pacific,WH-AP-01,SUP-03,Zhejiang Kangtai Chem,FedEx Custom Critical,Road,0,12336,11932,6.0,6.0,2025-03-19,2025-03-25,0.0,0,404,3.27,0,1973.76,2025-03
SHP-3-01231,BATCH-01231,Distributor to Pharmacy,3,DrugY,North America,WH-NA-01,SUP-08,Siegfried Holding,Kuehne+Nagel Pharma,Road,0,35866,34693,6.0,6.0,2024-01-30,2024-02-05,0.0,0,1173,3.27,1,5738.56,2024-01
SHP-3-01232,BATCH-01232,Distributor to Pharmacy,3,DrugX,North America,WH-NA-02,SUP-06,Hikal Speciality,DHL Life Sciences,Sea,0,20218,19557,22.0,21.0,2024-07-16,2024-08-06,-1.0,0,661,3.27,0,1213.08,2024-07
SHP-3-01233,BATCH-01233,Distributor to Pharmacy,3,DrugY,North America,WH-NA-01,SUP-07,Shandong Xinhua Pharm,Kuehne+Nagel Pharma,Rail,0,28947,28000,9.0,9.0,2024-04-09,2024-04-18,0.0,0,947,3.27,0,3184.17,2024-04
SHP-3-01234,BATCH-01234,Distributor to Pharmacy,3,DrugX,Latin America,WH-LA-01,SUP-08,Siegfried Holding,FedEx Custom Critical,Rail,0,42837,41436,9.0,18.0,2023-04-22,2023-05-10,9.0,1,1401,3.27,0,4712.07,2023-04
SHP-3-01235,BATCH-01235,Distributor to Pharmacy,3,DrugY,Europe,WH-EU-01,SUP-02,Divis Laboratories,DHL Life Sciences,Air,0,14685,14205,3.0,3.0,2023-09-12,2023-09-15,0.0,0,480,3.27,0,6167.7,2023-09
SHP-3-01236,BATCH-01236,Distributor to Pharmacy,3,DrugY,North America,WH-NA-01,SUP-01,Aurobindo API Ltd,Regional 3PL,Rail,0,24696,23888,9.0,9.0,2025-10-25,2025-11-03,0.0,0,808,3.27,0,2716.56,2025-10
SHP-3-01237,BATCH-01237,Distributor to Pharmacy,3,DrugY,North America,WH-NA-02,SUP-05,Cambrex Corporation,Kuehne+Nagel Pharma,Air,0,11093,10730,3.0,3.0,2024-06-15,2024-06-18,0.0,0,363,3.27,0,4659.06,2024-06
SHP-3-01238,BATCH-01238,Distributor to Pharmacy,3,DrugY,Middle East & Africa,WH-ME-01,SUP-03,Zhejiang Kangtai Chem,Kuehne+Nagel Pharma,Road,0,29541,28575,6.0,6.0,2023-10-03,2023-10-09,0.0,0,966,3.27,0,4726.56,2023-10
SHP-3-01239,BATCH-01239,Distributor to Pharmacy,3,DrugY,North America,WH-NA-02,SUP-04,Lonza Group AG,Marken,Air,0,43798,42365,3.0,3.0,2023-05-24,2023-05-27,0.0,0,1433,3.27,0,18395.16,2023-05
SHP-3-01240,BATCH-01240,Distributor to Pharmacy,3,DrugY,Latin America,WH-LA-01,SUP-02,Divis Laboratories,Kuehne+Nagel Pharma,Air,0,14528,14053,3.0,3.0,2024-02-11,2024-02-14,0.0,0,475,3.27,0,6101.76,2024-02
SHP-3-01241,BATCH-01241,Distributor to Pharmacy,3,DrugB,Europe,WH-EU-01,SUP-04,Lonza Group AG,Regional 3PL,Sea,0,31833,30792,22.0,21.0,2025-10-12,2025-11-02,-1.0,0,1041,3.27,0,1909.98,2025-10
SHP-3-01242,BATCH-01242,Distributor to Pharmacy,3,DrugY,North America,WH-NA-02,SUP-04,Lonza Group AG,Marken,Air,0,38736,37469,3.0,3.0,2024-05-17,2024-05-20,0.0,0,1267,3.27,0,16269.12,2024-05
SHP-3-01243,BATCH-01243,Distributor to Pharmacy,3,DrugY,North America,WH-NA-02,SUP-03,Zhejiang Kangtai Chem,Marken,Road,0,23844,23064,6.0,6.0,2025-12-06,2025-12-12,0.0,0,780,3.27,0,3815.04,2025-12
SHP-3-01244,BATCH-01244,Distributor to Pharmacy,3,DrugY,North America,WH-NA-01,SUP-06,Hikal Speciality,FedEx Custom Critical,Road,0,23877,23096,6.0,6.0,2024-08-08,2024-08-14,0.0,0,781,3.27,0,3820.32,2024-08
SHP-3-01245,BATCH-01245,Distributor to Pharmacy,3,DrugY,Latin America,WH-LA-01,SUP-05,Cambrex Corporation,Kuehne+Nagel Pharma,Air,0,29800,28825,3.0,9.0,2025-03-14,2025-03-23,6.0,1,975,3.27,0,12516.0,2025-03
SHP-3-01246,BATCH-01246,Distributor to Pharmacy,3,DrugY,Europe,WH-EU-01,SUP-04,Lonza Group AG,DHL Life Sciences,Road,0,29697,28725,6.0,6.0,2025-06-04,2025-06-10,0.0,0,972,3.27,0,4751.52,2025-06
SHP-3-01247,BATCH-01247,Distributor to Pharmacy,3,DrugX,Europe,WH-EU-01,SUP-01,Aurobindo API Ltd,DHL Life Sciences,Road,0,32304,31247,6.0,6.0,2023-05-05,2023-05-11,0.0,0,1057,3.27,0,5168.64,2023-05
SHP-3-01248,BATCH-01248,Distributor to Pharmacy,3,DrugY,North America,WH-NA-01,SUP-05,Cambrex Corporation,DHL Life Sciences,Road,0,32443,31382,6.0,7.0,2023-04-19,2023-04-26,1.0,1,1061,3.27,0,5190.88,2023-04
SHP-3-01249,BATCH-01249,Distributor to Pharmacy,3,DrugB,Latin America,WH-LA-01,SUP-02,Divis Laboratories,Kuehne+Nagel Pharma,Sea,0,17026,16469,22.0,22.0,2025-09-05,2025-09-27,0.0,0,557,3.27,0,1021.56,2025-09
SHP-3-01250,BATCH-01250,Distributor to Pharmacy,3,DrugC,North America,WH-NA-02,SUP-03,Zhejiang Kangtai Chem,Marken,Air,1,38668,37403,3.0,3.0,2025-10-02,2025-10-05,0.0,0,1265,3.27,0,25172.87,2025-10
SHP-3-01251,BATCH-01251,Distributor to Pharmacy,3,DrugY,Asia-Pacific,WH-AP-01,SUP-04,Lonza Group AG,Regional 3PL,Road,0,42486,41096,6.0,6.0,2023-09-10,2023-09-16,0.0,0,1390,3.27,0,6797.76,2023-09
SHP-3-01252,BATCH-01252,Distributor to Pharmacy,3,DrugY,Middle East & Africa,WH-ME-01,SUP-02,Divis Laboratories,Regional 3PL,Rail,0,26908,26028,9.0,9.0,2025-01-24,2025-02-02,0.0,0,880,3.27,0,2959.88,2025-01
SHP-3-01253,BATCH-01253,Distributor to Pharmacy,3,DrugY,Latin America,WH-LA-01,SUP-04,Lonza Group AG,Kuehne+Nagel Pharma,Sea,0,13439,12999,22.0,22.0,2025-09-24,2025-10-16,0.0,0,440,3.27,0,806.34,2025-09
SHP-3-01254,BATCH-01254,Distributor to Pharmacy,3,DrugX,Asia-Pacific,WH-AP-01,SUP-03,Zhejiang Kangtai Chem,DHL Life Sciences,Sea,0,24152,23362,22.0,22.0,2025-11-02,2025-11-24,0.0,0,790,3.27,0,1449.12,2025-11
SHP-3-01255,BATCH-01255,Distributor to Pharmacy,3,DrugY,Middle East & Africa,WH-ME-01,SUP-07,Shandong Xinhua Pharm,Kuehne+Nagel Pharma,Air,0,28241,27317,3.0,3.0,2024-02-06,2024-02-09,0.0,0,924,3.27,0,11861.22,2024-02
SHP-3-01256,BATCH-01256,Distributor to Pharmacy,3,DrugB,North America,WH-NA-02,SUP-07,Shandong Xinhua Pharm,Regional 3PL,Road,0,6785,6563,6.0,6.0,2025-07-31,2025-08-06,0.0,0,222,3.27,0,1085.6,2025-07
SHP-3-01257,BATCH-01257,Distributor to Pharmacy,3,DrugA,Middle East & Africa,WH-ME-01,SUP-01,Aurobindo API Ltd,FedEx Custom Critical,Air,1,22205,21479,3.0,3.0,2025-02-17,2025-02-20,0.0,0,726,3.27,0,14455.46,2025-02
SHP-3-01258,BATCH-01258,Distributor to Pharmacy,3,DrugA,Asia-Pacific,WH-AP-01,SUP-05,Cambrex Corporation,Marken,Air,1,13929,13473,3.0,3.0,2025-09-11,2025-09-14,0.0,0,456,3.27,0,9067.78,2025-09
SHP-3-01259,BATCH-01259,Distributor to Pharmacy,3,DrugX,Europe,WH-EU-01,SUP-06,Hikal Speciality,DHL Life Sciences,Air,0,32539,31474,3.0,3.0,2023-08-23,2023-08-26,0.0,0,1065,3.27,0,13666.38,2023-08
SHP-3-01260,BATCH-01260,Distributor to Pharmacy,3,DrugC,North America,WH-NA-02,SUP-04,Lonza Group AG,DHL Life Sciences,Air,1,26982,26099,3.0,7.0,2024-10-31,2024-11-07,4.0,1,883,3.27,0,17565.28,2024-10
SHP-3-01261,BATCH-01261,Distributor to Pharmacy,3,DrugY,Latin America,WH-LA-01,SUP-04,Lonza Group AG,Regional 3PL,Road,0,12613,12200,6.0,6.0,2023-04-06,2023-04-12,0.0,0,413,3.27,0,2018.08,2023-04
SHP-3-01262,BATCH-01262,Distributor to Pharmacy,3,DrugY,Middle East & Africa,WH-ME-01,SUP-07,Shandong Xinhua Pharm,FedEx Custom Critical,Air,0,30013,29031,3.0,3.0,2024-03-08,2024-03-11,0.0,0,982,3.27,0,12605.46,2024-03
